review_id,source,product_type,brand,region,date,rating,feedback_text,_true_themes
EV1555,Social Media,EV Car,BYD Atto 3,West,6/12/2024,5,Battery performance is stable even after two years of heavy usage.,Battery Life & Degradation
EV1556,Marketplace Review,EV Car,Tesla Model 3,East,2/11/2024,4,"For the price, I expected better build quality and more features.",Price & Subsidy
EV1557,Customer Support,EV Car,Tata Nexon EV,East,8/27/2024,3,"AC usage kills the range, on hot days I barely get half the claimed distance. Insurance premium for EV is surprisingly high compared to petrol vehicles.","Range Anxiety, Price & Subsidy"
EV1558,Survey,EV Scooter,Bajaj Chetak,North,11/27/2024,5,"Charging takes too long, almost 6 hours for a full charge at home.",Charging Infrastructure
EV1559,Social Media,EV Scooter,Ampere Magnus,West,1/22/2025,4,"Braking system feels sharp and responsive, regenerative braking works well. Highway charging stops are rare, long distance travel is a nightmare.","Performance & Ride Quality, Charging Infrastructure"
EV1560,Marketplace Review,EV Car,BYD Atto 3,East,12/19/2024,4,Navigation system integrated with range prediction is genuinely useful. Switching to EV feels good knowing I'm reducing my carbon footprint.,"Software & Connectivity, Environmental Impact"
EV1561,Social Media,EV Car,Mahindra XUV400,South,3/19/2024,5,"Read reports about battery fires, safety is my biggest concern before buying. There are very few authorized service centers, had to travel 120 km for repair.","Safety Features, Service & After-Sales"
EV1562,Survey,EV Car,Hyundai Kona,South,2/28/2025,4,Handling and stability at high speed feels very confident and safe.,Performance & Ride Quality
EV1563,Marketplace Review,EV Scooter,Hero Vida V1,West,8/3/2024,4,Contributing to a cleaner city is a big motivation behind going electric. Worried about battery degradation and replacement cost after warranty ends.,"Environmental Impact, Battery Life & Degradation"
EV1564,Social Media,EV Car,Tata Nexon EV,Central,6/13/2024,4,"No proper information on how battery degrades over time, company should be transparent.",Battery Life & Degradation
EV1565,Social Media,EV Car,BYD Atto 3,North,6/19/2024,5,"Customer support over phone is helpful and resolves issues quickly. Battery replacement cost is almost half the price of the vehicle, very concerning.","Service & After-Sales, Battery Life & Degradation"
EV1566,Customer Support,EV Car,Tesla Model 3,North,8/9/2024,4,Navigation system integrated with range prediction is genuinely useful.,Software & Connectivity
EV1567,Social Media,EV Scooter,Bajaj Chetak,South,2/24/2025,4,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat. Battery health dropped to 85% within 18 months of daily use.","Environmental Impact, Battery Life & Degradation"
EV1568,Customer Support,EV Scooter,Ather 450X,West,3/11/2024,5,"Insurance premium for EV is surprisingly high compared to petrol vehicles. Interior quality feels cheap for the price point, needs improvement.","Price & Subsidy, Design & Aesthetics"
EV1569,Social Media,EV Car,Tata Nexon EV,Central,5/31/2025,4,Compact size makes it easy to park and maneuver in city traffic. Worried about battery degradation and replacement cost after warranty ends.,"Design & Aesthetics, Battery Life & Degradation"
EV1570,Survey,EV Car,Mahindra XUV400,Central,5/30/2025,4,"Public chargers are often broken or occupied, need more charging stations urgently.",Charging Infrastructure
EV1571,Social Media,EV Scooter,Hero Vida V1,Central,1/2/2024,5,"Storage space under the seat is very limited, not practical for daily use. The vehicle has good crash test ratings which reassured my purchase decision.","Design & Aesthetics, Safety Features"
EV1572,Marketplace Review,EV Car,Tesla Model 3,South,5/8/2025,5,Loved the color options and the overall styling of the vehicle.,Design & Aesthetics
EV1573,Social Media,EV Car,Mahindra XUV400,East,5/3/2025,3,"EV subsidy scheme in my state got delayed and the discount amount reduced suddenly. Highway charging stops are rare, long distance travel is a nightmare.","Price & Subsidy, Charging Infrastructure"
EV1574,Survey,EV Scooter,Ather 450X,North,6/19/2025,3,Finding a working charging station in my city is still very difficult. Emergency braking and collision alert systems work really well in traffic.,"Charging Infrastructure, Safety Features"
EV1575,Customer Support,EV Car,Tesla Model 3,West,1/5/2025,4,Home charging setup was expensive and took weeks to install.,Charging Infrastructure
EV1576,Customer Support,EV Scooter,Hero Vida V1,East,3/9/2025,3,"Contributing to a cleaner city is a big motivation behind going electric. The motor is powerful and pickup is much better than petrol variants. Spare parts availability is a major issue, waited a month for a replacement part.","Environmental Impact, Performance & Ride Quality, Service & After-Sales"
EV1577,Customer Support,EV Scooter,Ather 450X,Central,5/10/2025,5,Customer support over phone is helpful and resolves issues quickly. Concerned about environmental impact of battery disposal and recycling.,"Service & After-Sales, Environmental Impact"
EV1578,Social Media,EV Scooter,Hero Vida V1,North,8/23/2024,3,"Smart key and app based lock features work flawlessly, very convenient.",Software & Connectivity
EV1579,Social Media,EV Car,Tata Nexon EV,Central,2/14/2025,4,"Acceleration is smooth and instant torque makes overtaking effortless. Read reports about battery fires, safety is my biggest concern before buying.","Performance & Ride Quality, Safety Features"
EV1580,Survey,EV Scooter,Hero Vida V1,North,5/28/2024,4,"The companion app keeps crashing, needs urgent software updates. Loved the color options and the overall styling of the vehicle. Fast charging network needs serious expansion on highways.","Software & Connectivity, Design & Aesthetics, Charging Infrastructure"
EV1581,Survey,EV Scooter,Ola S1,West,2/14/2025,3,Concerned about environmental impact of battery disposal and recycling. Stability control on wet roads is impressive and inspires confidence.,"Environmental Impact, Safety Features"
EV1582,Marketplace Review,EV Car,MG ZS EV,West,1/11/2024,4,"EV subsidy scheme in my state got delayed and the discount amount reduced suddenly. Read reports about battery fires, safety is my biggest concern before buying.","Price & Subsidy, Safety Features"
EV1583,Social Media,EV Car,BYD Atto 3,Central,6/22/2024,2,"The real world range is much lower than advertised, I only get 120 km on a full charge. Handling and stability at high speed feels very confident and safe. EV subsidy scheme in my state got delayed and the discount amount reduced suddenly.","Range Anxiety, Performance & Ride Quality, Price & Subsidy"
EV1584,Marketplace Review,EV Scooter,TVS iQube,West,7/24/2024,4,Advanced safety features like ABS and traction control give peace of mind.,Safety Features
EV1585,Customer Support,EV Car,Tata Nexon EV,Central,12/22/2024,4,"Braking system feels sharp and responsive, regenerative braking works well.",Performance & Ride Quality
EV1586,Social Media,EV Car,BYD Atto 3,West,2/17/2025,4,Switching to EV feels good knowing I'm reducing my carbon footprint.,Environmental Impact
EV1587,Marketplace Review,EV Scooter,Ather 450X,Central,4/19/2024,5,Advanced safety features like ABS and traction control give peace of mind.,Safety Features
EV1588,Survey,EV Scooter,TVS iQube,Central,9/20/2024,3,"Heard about a thermal runaway incident, this has shaken my trust in EV safety.",Safety Features
EV1589,Marketplace Review,EV Scooter,Hero Vida V1,West,5/10/2025,4,"Resale value of electric vehicles is still uncertain, worried about depreciation.",Price & Subsidy
EV1590,Marketplace Review,EV Scooter,Hero Vida V1,Central,1/29/2024,4,"The companion app keeps crashing, needs urgent software updates. Highway charging stops are rare, long distance travel is a nightmare. Waiting time for service appointment is too long, more service centers needed.","Software & Connectivity, Charging Infrastructure, Service & After-Sales"
EV1591,Social Media,EV Car,Tesla Model 3,East,2/26/2025,3,Acceleration is smooth and instant torque makes overtaking effortless.,Performance & Ride Quality
EV1592,Customer Support,EV Scooter,Ather 450X,North,2/12/2025,3,"Suspension is too stiff, ride quality is uncomfortable on bad roads. Charging infrastructure in tier 2 and tier 3 cities is almost non-existent.","Performance & Ride Quality, Charging Infrastructure"
EV1593,Social Media,EV Scooter,TVS iQube,Central,10/2/2024,4,"No proper information on how battery degrades over time, company should be transparent.",Battery Life & Degradation
EV1594,Social Media,EV Car,Mahindra XUV400,South,9/4/2024,3,"There are very few authorized service centers, had to travel 150 km for repair.",Service & After-Sales
EV1595,Customer Support,EV Car,MG ZS EV,South,4/19/2024,4,"Charging infrastructure in tier 2 and tier 3 cities is almost non-existent. Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat.","Charging Infrastructure, Environmental Impact"
EV1596,Survey,EV Car,BYD Atto 3,West,1/15/2025,5,Concerned about environmental impact of battery disposal and recycling.,Environmental Impact
EV1597,Customer Support,EV Scooter,Ampere Magnus,West,7/6/2024,3,"Emergency braking and collision alert systems work really well in traffic. There are very few authorized service centers, had to travel 8 km for repair.","Safety Features, Service & After-Sales"
EV1598,Marketplace Review,EV Car,Tata Nexon EV,West,2/3/2024,5,The vehicle has good crash test ratings which reassured my purchase decision.,Safety Features
EV1599,Social Media,EV Scooter,Hero Vida V1,West,5/3/2024,5,Emergency braking and collision alert systems work really well in traffic.,Safety Features
EV1600,Survey,EV Scooter,Hero Vida V1,North,8/3/2024,4,"Loved the color options and the overall styling of the vehicle. Love the app that shows nearby charging stations, very convenient feature.","Design & Aesthetics, Charging Infrastructure"
EV1601,Customer Support,EV Scooter,Ather 450X,South,10/2/2024,5,"Touchscreen infotainment system lags and is not very intuitive to use. Suspension is too stiff, ride quality is uncomfortable on bad roads.","Software & Connectivity, Performance & Ride Quality"
EV1602,Social Media,EV Scooter,Bajaj Chetak,West,1/16/2025,4,"Noise levels are impressively low, riding experience is very smooth and quiet.",Performance & Ride Quality
EV1603,Social Media,EV Scooter,Bajaj Chetak,Central,5/14/2024,4,Zero tailpipe emissions is the main reason I chose an electric vehicle.,Environmental Impact
EV1604,Customer Support,EV Car,Tesla Model 3,South,3/18/2025,4,"Interior quality feels cheap for the price point, needs improvement.",Design & Aesthetics
EV1605,Social Media,EV Car,Tesla Model 3,West,1/10/2024,3,"Battery health dropped to 85% within 18 months of daily use. LED lighting and digital dashboard give it a premium, modern look. Software glitches caused the dashboard to freeze twice in a month.","Battery Life & Degradation, Design & Aesthetics, Software & Connectivity"
EV1606,Customer Support,EV Scooter,Bajaj Chetak,East,2/18/2024,4,The design looks futuristic and attracts a lot of attention on the road.,Design & Aesthetics
EV1607,Social Media,EV Car,Tata Nexon EV,East,5/2/2025,4,Charging infrastructure in tier 2 and tier 3 cities is almost non-existent.,Charging Infrastructure
EV1608,Customer Support,EV Scooter,TVS iQube,East,9/20/2024,4,"Handling and stability at high speed feels very confident and safe. AC usage kills the range, on hot days I barely get half the claimed distance. LED lighting and digital dashboard give it a premium, modern look.","Performance & Ride Quality, Range Anxiety, Design & Aesthetics"
EV1609,Social Media,EV Car,BYD Atto 3,East,12/29/2024,4,Build quality feels premium and the ride is extremely comfortable. Stability control on wet roads is impressive and inspires confidence.,"Performance & Ride Quality, Safety Features"
EV1610,Marketplace Review,EV Scooter,Ola S1,Central,10/20/2024,3,Software glitches caused the dashboard to freeze twice in a month.,Software & Connectivity
EV1611,Customer Support,EV Car,MG ZS EV,West,2/18/2025,5,Home charging setup was expensive and took weeks to install. Concerned about environmental impact of battery disposal and recycling.,"Charging Infrastructure, Environmental Impact"
EV1612,Customer Support,EV Car,Hyundai Kona,East,9/30/2024,4,Contributing to a cleaner city is a big motivation behind going electric.,Environmental Impact
EV1613,Customer Support,EV Scooter,Bajaj Chetak,Central,6/17/2025,4,"Over the air software updates are a great feature, keeps improving over time. Interior quality feels cheap for the price point, needs improvement.","Software & Connectivity, Design & Aesthetics"
EV1614,Social Media,EV Car,MG ZS EV,East,3/22/2024,4,"Running cost is much lower than petrol, saving a lot on fuel every month. Worried about battery degradation and replacement cost after warranty ends. The design looks futuristic and attracts a lot of attention on the road.","Price & Subsidy, Battery Life & Degradation, Design & Aesthetics"
EV1615,Survey,EV Scooter,Ampere Magnus,North,2/10/2025,4,Advanced safety features like ABS and traction control give peace of mind.,Safety Features
EV1616,Social Media,EV Car,Hyundai Kona,North,2/3/2025,4,"There are very few authorized service centers, had to travel 5 km for repair. EV subsidy scheme in my state got delayed and the discount amount reduced suddenly.","Service & After-Sales, Price & Subsidy"
EV1617,Social Media,EV Scooter,Hero Vida V1,South,6/23/2025,3,"Worried about battery degradation and replacement cost after warranty ends. AC usage kills the range, on hot days I barely get half the claimed distance.","Battery Life & Degradation, Range Anxiety"
EV1618,Marketplace Review,EV Scooter,Bajaj Chetak,Central,10/5/2024,4,Stability control on wet roads is impressive and inspires confidence. Navigation system integrated with range prediction is genuinely useful. Battery health dropped to 85% within 18 months of daily use.,"Safety Features, Software & Connectivity, Battery Life & Degradation"
EV1619,Marketplace Review,EV Scooter,Hero Vida V1,Central,11/13/2024,5,"The motor is powerful and pickup is much better than petrol variants. Smart key and app based lock features work flawlessly, very convenient.","Performance & Ride Quality, Software & Connectivity"
EV1620,Customer Support,EV Car,Mahindra XUV400,East,2/26/2025,4,"After sales support has been excellent, quick response and doorstep service. Worried about battery degradation and replacement cost after warranty ends.","Service & After-Sales, Battery Life & Degradation"
EV1621,Social Media,EV Car,BYD Atto 3,East,10/20/2024,4,Software glitches caused the dashboard to freeze twice in a month. Emergency braking and collision alert systems work really well in traffic. Battery range degrades faster than expected after just one year of use.,"Software & Connectivity, Safety Features, Range Anxiety"
EV1622,Marketplace Review,EV Scooter,Ola S1,East,8/24/2024,4,"AC usage kills the range, on hot days I barely get half the claimed distance. Read reports about battery fires, safety is my biggest concern before buying.","Range Anxiety, Safety Features"
EV1623,Marketplace Review,EV Scooter,Ampere Magnus,West,9/12/2024,4,"Battery replacement cost is almost half the price of the vehicle, very concerning. Interior quality feels cheap for the price point, needs improvement.","Battery Life & Degradation, Design & Aesthetics"
EV1624,Marketplace Review,EV Scooter,Ola S1,South,6/13/2025,4,Concerned about environmental impact of battery disposal and recycling.,Environmental Impact
EV1625,Customer Support,EV Scooter,Hero Vida V1,West,7/11/2024,4,Home charging setup was expensive and took weeks to install. The battery warranty of 100 years gives me confidence in long term reliability.,"Charging Infrastructure, Battery Life & Degradation"
EV1626,Marketplace Review,EV Scooter,Ampere Magnus,East,5/18/2025,4,"Total cost of ownership is great once you factor in low maintenance and fuel savings. Acceleration is smooth and instant torque makes overtaking effortless. The real world range is much lower than advertised, I only get 120 km on a full charge.","Price & Subsidy, Performance & Ride Quality, Range Anxiety"
EV1627,Customer Support,EV Car,Hyundai Kona,South,3/24/2025,4,"Range drops badly in winter, I lost almost 30% range in cold weather. Total cost of ownership is great once you factor in low maintenance and fuel savings.","Range Anxiety, Price & Subsidy"
EV1628,Social Media,EV Car,Mahindra XUV400,East,3/6/2025,4,"After sales support has been excellent, quick response and doorstep service. Bluetooth connectivity drops frequently while riding, very frustrating.","Service & After-Sales, Software & Connectivity"
EV1629,Survey,EV Car,Hyundai Kona,South,2/27/2024,4,"Had a great experience with the service team, they explained everything clearly.",Service & After-Sales
EV1630,Marketplace Review,EV Scooter,Ola S1,South,7/15/2024,5,"Had a great experience with the service team, they explained everything clearly.",Service & After-Sales
EV1631,Survey,EV Scooter,Ola S1,South,1/29/2025,4,Software glitches caused the dashboard to freeze twice in a month. The upfront price is high but government subsidy makes it affordable.,"Software & Connectivity, Price & Subsidy"
EV1632,Survey,EV Car,Mahindra XUV400,Central,8/1/2024,5,Software glitches caused the dashboard to freeze twice in a month. Loved the color options and the overall styling of the vehicle.,"Software & Connectivity, Design & Aesthetics"
EV1633,Survey,EV Scooter,Ather 450X,Central,6/17/2025,4,"Charging takes too long, almost 6 hours for a full charge at home.",Charging Infrastructure
EV1634,Customer Support,EV Scooter,Hero Vida V1,South,1/4/2025,3,"Claimed range of 100 km is misleading, actual range is way less in city traffic.",Range Anxiety
EV1635,Marketplace Review,EV Car,Tesla Model 3,East,1/16/2024,3,Battery performance is stable even after two years of heavy usage. Service center staff are not well trained to handle EV specific issues.,"Battery Life & Degradation, Service & After-Sales"
EV1636,Survey,EV Scooter,Ather 450X,North,5/1/2025,3,Zero tailpipe emissions is the main reason I chose an electric vehicle.,Environmental Impact
EV1637,Social Media,EV Scooter,Ola S1,South,5/26/2025,4,"Love the app that shows nearby charging stations, very convenient feature.",Charging Infrastructure
EV1638,Customer Support,EV Car,Tata Nexon EV,South,4/19/2024,4,"Battery replacement cost is almost half the price of the vehicle, very concerning.",Battery Life & Degradation
EV1639,Customer Support,EV Car,Hyundai Kona,West,7/16/2024,4,"AC usage kills the range, on hot days I barely get half the claimed distance. Build materials feel sturdy but the design is a bit too plain compared to rivals.","Range Anxiety, Design & Aesthetics"
EV1640,Survey,EV Car,Hyundai Kona,West,3/24/2025,3,"Heard about a thermal runaway incident, this has shaken my trust in EV safety. Waiting time for service appointment is too long, more service centers needed.","Safety Features, Service & After-Sales"
EV1641,Social Media,EV Scooter,Ather 450X,Central,12/22/2024,4,"Braking system feels sharp and responsive, regenerative braking works well. Smart key and app based lock features work flawlessly, very convenient.","Performance & Ride Quality, Software & Connectivity"
EV1642,Social Media,EV Car,Tata Nexon EV,West,10/29/2024,4,Customer support over phone is helpful and resolves issues quickly.,Service & After-Sales
EV1643,Survey,EV Scooter,Bajaj Chetak,Central,1/23/2025,4,Worried about battery degradation and replacement cost after warranty ends.,Battery Life & Degradation
EV1644,Social Media,EV Scooter,Ampere Magnus,East,3/5/2024,5,Emergency braking and collision alert systems work really well in traffic.,Safety Features
EV1645,Marketplace Review,EV Car,BYD Atto 3,Central,6/6/2024,3,Concerned about environmental impact of battery disposal and recycling.,Environmental Impact
EV1646,Customer Support,EV Scooter,Bajaj Chetak,North,4/8/2024,5,Advanced safety features like ABS and traction control give peace of mind. Home charging setup was expensive and took weeks to install.,"Safety Features, Charging Infrastructure"
EV1647,Social Media,EV Car,Tata Nexon EV,North,5/12/2025,4,"The upfront price is high but government subsidy makes it affordable. Highway charging stops are rare, long distance travel is a nightmare.","Price & Subsidy, Charging Infrastructure"
EV1648,Customer Support,EV Scooter,Ampere Magnus,North,1/10/2025,3,"Price after subsidy is still higher than a comparable petrol scooter. Charging infrastructure in tier 2 and tier 3 cities is almost non-existent. Range drops badly in winter, I lost almost 30% range in cold weather.","Price & Subsidy, Charging Infrastructure, Range Anxiety"
EV1649,Survey,EV Scooter,Hero Vida V1,East,3/1/2025,4,"Acceleration is smooth and instant torque makes overtaking effortless. Range drops badly in winter, I lost almost 30% range in cold weather. Had a great experience with the service team, they explained everything clearly.","Performance & Ride Quality, Range Anxiety, Service & After-Sales"
EV1650,Social Media,EV Scooter,Ola S1,Central,4/9/2024,4,Fast charging network needs serious expansion on highways.,Charging Infrastructure
EV1651,Social Media,EV Scooter,Ather 450X,Central,9/11/2024,5,Zero tailpipe emissions is the main reason I chose an electric vehicle.,Environmental Impact
EV1652,Survey,EV Scooter,Hero Vida V1,Central,1/1/2025,3,Software glitches caused the dashboard to freeze twice in a month.,Software & Connectivity
EV1653,Social Media,EV Scooter,Ola S1,South,2/15/2025,4,The vehicle has good crash test ratings which reassured my purchase decision.,Safety Features
EV1654,Marketplace Review,EV Car,BYD Atto 3,East,11/18/2024,3,"The vehicle has good crash test ratings which reassured my purchase decision. Noise levels are impressively low, riding experience is very smooth and quiet.","Safety Features, Performance & Ride Quality"
EV1655,Customer Support,EV Scooter,Hero Vida V1,Central,9/3/2024,4,Zero tailpipe emissions is the main reason I chose an electric vehicle. Emergency braking and collision alert systems work really well in traffic.,"Environmental Impact, Safety Features"
EV1656,Marketplace Review,EV Scooter,TVS iQube,West,2/10/2025,4,"Range anxiety is real, I plan every trip around charging stops now. Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat.","Range Anxiety, Environmental Impact"
EV1657,Social Media,EV Car,BYD Atto 3,East,1/7/2024,3,"There are very few authorized service centers, had to travel 150 km for repair.",Service & After-Sales
EV1658,Customer Support,EV Scooter,Ola S1,Central,6/7/2025,3,"Heard about a thermal runaway incident, this has shaken my trust in EV safety.",Safety Features
EV1659,Survey,EV Car,Tata Nexon EV,West,12/30/2024,5,Battery health dropped to 85% within 18 months of daily use.,Battery Life & Degradation
EV1660,Social Media,EV Scooter,TVS iQube,South,9/19/2024,3,"Customer support over phone is helpful and resolves issues quickly. Highway charging stops are rare, long distance travel is a nightmare.","Service & After-Sales, Charging Infrastructure"
EV1661,Survey,EV Car,Tesla Model 3,East,5/9/2025,3,"Battery replacement cost is almost half the price of the vehicle, very concerning.",Battery Life & Degradation
EV1662,Customer Support,EV Car,BYD Atto 3,North,1/25/2025,5,"Love the app that shows nearby charging stations, very convenient feature. For daily commute the range is fine but long trips are stressful because of low range. Noise levels are impressively low, riding experience is very smooth and quiet.","Charging Infrastructure, Range Anxiety, Performance & Ride Quality"
EV1663,Survey,EV Car,MG ZS EV,West,2/25/2024,4,Service center staff are not well trained to handle EV specific issues. The vehicle has good crash test ratings which reassured my purchase decision.,"Service & After-Sales, Safety Features"
EV1664,Social Media,EV Car,Hyundai Kona,South,2/21/2024,4,"Storage space under the seat is very limited, not practical for daily use.",Design & Aesthetics
EV1665,Marketplace Review,EV Car,MG ZS EV,East,2/7/2025,4,The battery warranty of 100 years gives me confidence in long term reliability. Contributing to a cleaner city is a big motivation behind going electric.,"Battery Life & Degradation, Environmental Impact"
EV1666,Marketplace Review,EV Car,BYD Atto 3,East,3/28/2024,4,"Storage space under the seat is very limited, not practical for daily use. Stability control on wet roads is impressive and inspires confidence.","Design & Aesthetics, Safety Features"
EV1667,Marketplace Review,EV Car,MG ZS EV,Central,7/21/2024,4,"Bluetooth connectivity drops frequently while riding, very frustrating.",Software & Connectivity
EV1668,Social Media,EV Car,BYD Atto 3,South,3/14/2024,5,"After sales support has been excellent, quick response and doorstep service. Build materials feel sturdy but the design is a bit too plain compared to rivals.","Service & After-Sales, Design & Aesthetics"
EV1669,Marketplace Review,EV Car,Tata Nexon EV,West,1/9/2025,4,Top speed is decent for city use but not enough for highway cruising. The upfront price is high but government subsidy makes it affordable. Concerned about environmental impact of battery disposal and recycling.,"Performance & Ride Quality, Price & Subsidy, Environmental Impact"
EV1670,Marketplace Review,EV Car,Hyundai Kona,Central,5/29/2024,4,"The companion app keeps crashing, needs urgent software updates.",Software & Connectivity
EV1671,Customer Support,EV Car,MG ZS EV,South,3/28/2024,3,Finding a working charging station in my city is still very difficult.,Charging Infrastructure
EV1672,Social Media,EV Car,BYD Atto 3,East,1/15/2024,5,"Braking system feels sharp and responsive, regenerative braking works well. Charging infrastructure in tier 2 and tier 3 cities is almost non-existent.","Performance & Ride Quality, Charging Infrastructure"
EV1673,Customer Support,EV Scooter,Ola S1,South,8/4/2024,3,EV subsidy scheme in my state got delayed and the discount amount reduced suddenly.,Price & Subsidy
EV1674,Social Media,EV Scooter,Ampere Magnus,North,1/20/2025,5,Switching to EV feels good knowing I'm reducing my carbon footprint. The vehicle has good crash test ratings which reassured my purchase decision.,"Environmental Impact, Safety Features"
EV1675,Customer Support,EV Car,Tata Nexon EV,South,10/4/2024,3,Battery range degrades faster than expected after just one year of use.,Range Anxiety
EV1676,Marketplace Review,EV Car,Tata Nexon EV,East,1/3/2025,4,"Charging takes too long, almost 6 hours for a full charge at home. For daily commute the range is fine but long trips are stressful because of low range.","Charging Infrastructure, Range Anxiety"
EV1677,Survey,EV Car,Mahindra XUV400,East,5/11/2025,4,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat.",Environmental Impact
EV1678,Social Media,EV Car,MG ZS EV,Central,4/13/2025,5,Stability control on wet roads is impressive and inspires confidence.,Safety Features
EV1679,Social Media,EV Car,Tata Nexon EV,Central,11/8/2024,5,Build quality feels premium and the ride is extremely comfortable.,Performance & Ride Quality
EV1680,Social Media,EV Scooter,Hero Vida V1,North,12/21/2024,5,Top speed is decent for city use but not enough for highway cruising.,Performance & Ride Quality
EV1681,Customer Support,EV Scooter,Ather 450X,North,9/20/2024,3,"LED lighting and digital dashboard give it a premium, modern look.",Design & Aesthetics
EV1682,Customer Support,EV Car,BYD Atto 3,South,6/4/2024,4,"Handling and stability at high speed feels very confident and safe. Build materials feel sturdy but the design is a bit too plain compared to rivals. Battery replacement cost is almost half the price of the vehicle, very concerning.","Performance & Ride Quality, Design & Aesthetics, Battery Life & Degradation"
EV1683,Social Media,EV Car,Mahindra XUV400,Central,6/5/2024,4,Loved the color options and the overall styling of the vehicle.,Design & Aesthetics
EV1684,Social Media,EV Scooter,Bajaj Chetak,South,5/21/2024,5,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat.",Environmental Impact
EV1685,Customer Support,EV Car,MG ZS EV,Central,5/18/2024,4,"Loved the color options and the overall styling of the vehicle. Worried about battery degradation and replacement cost after warranty ends. Heard about a thermal runaway incident, this has shaken my trust in EV safety.","Design & Aesthetics, Battery Life & Degradation, Safety Features"
EV1686,Customer Support,EV Car,MG ZS EV,South,1/31/2024,4,"Noise levels are impressively low, riding experience is very smooth and quiet.",Performance & Ride Quality
EV1687,Marketplace Review,EV Scooter,TVS iQube,East,6/4/2024,4,Total cost of ownership is great once you factor in low maintenance and fuel savings. Home charging setup was expensive and took weeks to install.,"Price & Subsidy, Charging Infrastructure"
EV1688,Customer Support,EV Car,BYD Atto 3,Central,8/24/2024,4,Zero tailpipe emissions is the main reason I chose an electric vehicle.,Environmental Impact
EV1689,Survey,EV Car,Tesla Model 3,East,3/22/2024,4,"Over the air software updates are a great feature, keeps improving over time.",Software & Connectivity
EV1690,Customer Support,EV Scooter,Hero Vida V1,South,1/31/2025,3,"Bluetooth connectivity drops frequently while riding, very frustrating.",Software & Connectivity
EV1691,Social Media,EV Car,MG ZS EV,South,2/3/2024,4,Loved the color options and the overall styling of the vehicle. For daily commute the range is fine but long trips are stressful because of low range.,"Design & Aesthetics, Range Anxiety"
EV1692,Social Media,EV Car,Tesla Model 3,South,3/8/2024,4,"Battery replacement cost is almost half the price of the vehicle, very concerning.",Battery Life & Degradation
EV1693,Customer Support,EV Scooter,Hero Vida V1,West,9/9/2024,4,"LED lighting and digital dashboard give it a premium, modern look. Switching to EV feels good knowing I'm reducing my carbon footprint.","Design & Aesthetics, Environmental Impact"
EV1694,Customer Support,EV Scooter,Hero Vida V1,West,6/21/2025,3,"Range drops badly in winter, I lost almost 30% range in cold weather.",Range Anxiety
EV1695,Survey,EV Scooter,Bajaj Chetak,South,6/15/2025,3,Stability control on wet roads is impressive and inspires confidence. The design looks futuristic and attracts a lot of attention on the road.,"Safety Features, Design & Aesthetics"
EV1696,Survey,EV Scooter,Ampere Magnus,South,10/25/2024,5,"Smart key and app based lock features work flawlessly, very convenient. LED lighting and digital dashboard give it a premium, modern look. After sales support has been excellent, quick response and doorstep service.","Software & Connectivity, Design & Aesthetics, Service & After-Sales"
EV1697,Marketplace Review,EV Scooter,Ather 450X,East,2/25/2024,5,"Emergency braking and collision alert systems work really well in traffic. No proper information on how battery degrades over time, company should be transparent.","Safety Features, Battery Life & Degradation"
EV1698,Survey,EV Scooter,Ola S1,South,5/18/2024,4,"Storage space under the seat is very limited, not practical for daily use.",Design & Aesthetics
EV1699,Survey,EV Scooter,Bajaj Chetak,South,4/9/2025,3,Switching to EV feels good knowing I'm reducing my carbon footprint. EV subsidy scheme in my state got delayed and the discount amount reduced suddenly. Touchscreen infotainment system lags and is not very intuitive to use.,"Environmental Impact, Price & Subsidy, Software & Connectivity"
EV1700,Survey,EV Car,Tesla Model 3,North,4/26/2024,3,Software glitches caused the dashboard to freeze twice in a month.,Software & Connectivity
EV1701,Marketplace Review,EV Scooter,Ola S1,Central,6/12/2024,5,Compact size makes it easy to park and maneuver in city traffic.,Design & Aesthetics
EV1702,Social Media,EV Scooter,Ola S1,East,6/2/2024,5,Battery health dropped to 85% within 18 months of daily use.,Battery Life & Degradation
EV1703,Survey,EV Car,Tesla Model 3,West,11/11/2024,4,"Waiting time for service appointment is too long, more service centers needed.",Service & After-Sales
EV1704,Social Media,EV Scooter,TVS iQube,North,5/14/2024,3,"EV subsidy scheme in my state got delayed and the discount amount reduced suddenly. The real world range is much lower than advertised, I only get 15 km on a full charge.","Price & Subsidy, Range Anxiety"
EV1705,Survey,EV Scooter,Bajaj Chetak,Central,5/20/2025,3,Price after subsidy is still higher than a comparable petrol scooter.,Price & Subsidy
EV1706,Marketplace Review,EV Scooter,Bajaj Chetak,West,3/22/2024,4,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat. Range anxiety is real, I plan every trip around charging stops now. Price after subsidy is still higher than a comparable petrol scooter.","Environmental Impact, Range Anxiety, Price & Subsidy"
EV1707,Social Media,EV Car,MG ZS EV,North,12/23/2024,4,"The real world range is much lower than advertised, I only get 3 km on a full charge. Battery performance is stable even after two years of heavy usage.","Range Anxiety, Battery Life & Degradation"
