review_id,product_type,brand,rating,feedback_text,bert_topic,bert_topic_label,bert_topic_confidence
EV1543,EV Car,MG ZS EV,3,"Running cost is much lower than petrol, saving a lot on fuel every month.",9,"Topic 9: lot, better, expected, attracts lot, attracts, looks futuristic",0.00974875551456668
EV1544,EV Car,Tesla Model 3,5,"The vehicle has good crash test ratings which reassured my purchase decision. Public chargers are often broken or occupied, need more charging stations urgently.",0,"Topic 0: collision, systems, braking collision, collision alert, systems work, really traffic",0.008660837564241018
EV1545,EV Scooter,Ola S1,3,"Suspension is too stiff, ride quality is uncomfortable on bad roads. Zero tailpipe emissions is the main reason I chose an electric vehicle.",19,"Topic 19: chose, chose electric, emissions, emissions main, reason, reason chose",1.0
EV1546,EV Car,Hyundai Kona,4,"Touchscreen infotainment system lags and is not very intuitive to use. Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat.",18,"Topic 18: infotainment, infotainment lags, touchscreen, touchscreen infotainment, lags intuitive, lags",1.0
EV1547,EV Scooter,Hero Vida V1,4,"Noise levels are impressively low, riding experience is very smooth and quiet.",3,"Topic 3: low, stability control, control wet, impressive, impressive inspires, wet",0.1988658050491832
EV1548,EV Car,Tata Nexon EV,5,Loved the color options and the overall styling of the vehicle.,24,"Topic 24: braking, braking feels, braking works, responsive, regenerative braking, responsive regenerative",0.03306300122597827
EV1549,EV Scooter,Ather 450X,4,"Smart key and app based lock features work flawlessly, very convenient. Braking system feels sharp and responsive, regenerative braking works well.",22,"Topic 22: app based, based, based lock, features work, flawlessly, flawlessly convenient",0.909235892058573
EV1550,EV Scooter,Ampere Magnus,3,Customer support over phone is helpful and resolves issues quickly. Battery health dropped to 85% within 18 months of daily use.,13,"Topic 13: 18, 18 months, 85, 85 18, health dropped, months daily",1.0
EV1551,EV Scooter,Hero Vida V1,4,Stability control on wet roads is impressive and inspires confidence.,3,"Topic 3: low, stability control, control wet, impressive, impressive inspires, wet",1.0
EV1552,EV Car,BYD Atto 3,4,"Range anxiety is real, I plan every trip around charging stops now.",15,"Topic 15: highway, discount, ev subsidy, delayed discount, subsidy scheme, state got",0.0006139864573808161
EV1553,EV Scooter,Hero Vida V1,3,EV subsidy scheme in my state got delayed and the discount amount reduced suddenly.,15,"Topic 15: highway, discount, ev subsidy, delayed discount, subsidy scheme, state got",1.0
EV1554,EV Car,Mahindra XUV400,5,"Stability control on wet roads is impressive and inspires confidence. Claimed range of 8 km is misleading, actual range is way less in city traffic.",3,"Topic 3: low, stability control, control wet, impressive, impressive inspires, wet",1.0
EV1555,EV Car,BYD Atto 3,5,Battery performance is stable even after two years of heavy usage.,9,"Topic 9: lot, better, expected, attracts lot, attracts, looks futuristic",0.0882080869042168
EV1556,EV Car,Tesla Model 3,4,"For the price, I expected better build quality and more features.",9,"Topic 9: lot, better, expected, attracts lot, attracts, looks futuristic",0.42180096625512764
EV1557,EV Car,Tata Nexon EV,3,"AC usage kills the range, on hot days I barely get half the claimed distance. Insurance premium for EV is surprisingly high compared to petrol vehicles.",4,"Topic 4: big motivation, big, motivation going, motivation, contributing, going",1.0
EV1558,EV Scooter,Bajaj Chetak,5,"Charging takes too long, almost 6 hours for a full charge at home.",11,"Topic 11: home, bluetooth, riding frustrating, connectivity, bluetooth connectivity, drops frequently",0.010380974791908817
EV1559,EV Scooter,Ampere Magnus,4,"Braking system feels sharp and responsive, regenerative braking works well. Highway charging stops are rare, long distance travel is a nightmare.",24,"Topic 24: braking, braking feels, braking works, responsive, regenerative braking, responsive regenerative",1.0
EV1560,EV Car,BYD Atto 3,4,Navigation system integrated with range prediction is genuinely useful. Switching to EV feels good knowing I'm reducing my carbon footprint.,7,"Topic 7: ev, good knowing, knowing, feels good, carbon footprint, knowing reducing",0.029193566220532253
EV1561,EV Car,Mahindra XUV400,5,"Read reports about battery fires, safety is my biggest concern before buying. There are very few authorized service centers, had to travel 120 km for repair.",12,"Topic 12: battery disposal, environmental, disposal, disposal recycling, concerned, concerned environmental",0.019616690754064282
EV1562,EV Car,Hyundai Kona,4,Handling and stability at high speed feels very confident and safe.,2,"Topic 2: makes, high, size makes, park, easy, maneuver",1.0
EV1563,EV Scooter,Hero Vida V1,4,Contributing to a cleaner city is a big motivation behind going electric. Worried about battery degradation and replacement cost after warranty ends.,4,"Topic 4: big motivation, big, motivation going, motivation, contributing, going",0.19976294312828022
EV1564,EV Car,Tata Nexon EV,4,"No proper information on how battery degrades over time, company should be transparent.",1,"Topic 1: range, transparent, proper, time company, proper information, battery degrades",0.20670458569162412
EV1565,EV Car,BYD Atto 3,5,"Customer support over phone is helpful and resolves issues quickly. Battery replacement cost is almost half the price of the vehicle, very concerning.",10,"Topic 10: battery replacement, cost half, half price, concerning, price vehicle, vehicle concerning",1.0
EV1566,EV Car,Tesla Model 3,4,Navigation system integrated with range prediction is genuinely useful.,8,"Topic 8: vehicle good, test ratings, test, purchase decision, ratings, ratings reassured",0.02924290429070136
EV1567,EV Scooter,Bajaj Chetak,4,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat. Battery health dropped to 85% within 18 months of daily use.",6,"Topic 6: coal, defeats purpose, defeats, coal region, comes coal, comes",1.0
EV1568,EV Scooter,Ather 450X,5,"Insurance premium for EV is surprisingly high compared to petrol vehicles. Interior quality feels cheap for the price point, needs improvement.",16,"Topic 16: tier, surprisingly, surprisingly high, compared petrol, insurance premium, insurance",1.0
EV1569,EV Car,Tata Nexon EV,4,Compact size makes it easy to park and maneuver in city traffic. Worried about battery degradation and replacement cost after warranty ends.,2,"Topic 2: makes, high, size makes, park, easy, maneuver",0.09154901188720731
EV1570,EV Car,Mahindra XUV400,4,"Public chargers are often broken or occupied, need more charging stations urgently.",0,"Topic 0: collision, systems, braking collision, collision alert, systems work, really traffic",0.008547933420298841
EV1571,EV Scooter,Hero Vida V1,5,"Storage space under the seat is very limited, not practical for daily use. The vehicle has good crash test ratings which reassured my purchase decision.",5,"Topic 5: air software, improving, great feature, keeps improving, updates great, improving time",1.0
EV1572,EV Car,Tesla Model 3,5,Loved the color options and the overall styling of the vehicle.,24,"Topic 24: braking, braking feels, braking works, responsive, regenerative braking, responsive regenerative",0.03310016518399354
EV1573,EV Car,Mahindra XUV400,3,"EV subsidy scheme in my state got delayed and the discount amount reduced suddenly. Highway charging stops are rare, long distance travel is a nightmare.",15,"Topic 15: highway, discount, ev subsidy, delayed discount, subsidy scheme, state got",1.0
EV1574,EV Scooter,Ather 450X,3,Finding a working charging station in my city is still very difficult. Emergency braking and collision alert systems work really well in traffic.,0,"Topic 0: collision, systems, braking collision, collision alert, systems work, really traffic",1.0
EV1575,EV Car,Tesla Model 3,4,Home charging setup was expensive and took weeks to install.,11,"Topic 11: home, bluetooth, riding frustrating, connectivity, bluetooth connectivity, drops frequently",1.0
EV1576,EV Scooter,Hero Vida V1,3,"Contributing to a cleaner city is a big motivation behind going electric. The motor is powerful and pickup is much better than petrol variants. Spare parts availability is a major issue, waited a month for a replacement part.",4,"Topic 4: big motivation, big, motivation going, motivation, contributing, going",0.20568634944498926
EV1577,EV Scooter,Ather 450X,5,Customer support over phone is helpful and resolves issues quickly. Concerned about environmental impact of battery disposal and recycling.,12,"Topic 12: battery disposal, environmental, disposal, disposal recycling, concerned, concerned environmental",1.0
EV1578,EV Scooter,Hero Vida V1,3,"Smart key and app based lock features work flawlessly, very convenient.",22,"Topic 22: app based, based, based lock, features work, flawlessly, flawlessly convenient",1.0
EV1579,EV Car,Tata Nexon EV,4,"Acceleration is smooth and instant torque makes overtaking effortless. Read reports about battery fires, safety is my biggest concern before buying.",23,"Topic 23: 30 range, badly, badly winter, cold weather, drops badly, cold",1.0
EV1580,EV Scooter,Hero Vida V1,4,"The companion app keeps crashing, needs urgent software updates. Loved the color options and the overall styling of the vehicle. Fast charging network needs serious expansion on highways.",17,"Topic 17: app keeps, crashing, crashing needs, companion app, companion, urgent software",1.0
EV1581,EV Scooter,Ola S1,3,Concerned about environmental impact of battery disposal and recycling. Stability control on wet roads is impressive and inspires confidence.,12,"Topic 12: battery disposal, environmental, disposal, disposal recycling, concerned, concerned environmental",0.08431515801246395
EV1582,EV Car,MG ZS EV,4,"EV subsidy scheme in my state got delayed and the discount amount reduced suddenly. Read reports about battery fires, safety is my biggest concern before buying.",15,"Topic 15: highway, discount, ev subsidy, delayed discount, subsidy scheme, state got",1.0
EV1583,EV Car,BYD Atto 3,2,"The real world range is much lower than advertised, I only get 120 km on a full charge. Handling and stability at high speed feels very confident and safe. EV subsidy scheme in my state got delayed and the discount amount reduced suddenly.",15,"Topic 15: highway, discount, ev subsidy, delayed discount, subsidy scheme, state got",1.0
EV1584,EV Scooter,TVS iQube,4,Advanced safety features like ABS and traction control give peace of mind.,10,"Topic 10: battery replacement, cost half, half price, concerning, price vehicle, vehicle concerning",0.001497136464083283
EV1585,EV Car,Tata Nexon EV,4,"Braking system feels sharp and responsive, regenerative braking works well.",24,"Topic 24: braking, braking feels, braking works, responsive, regenerative braking, responsive regenerative",1.0
EV1586,EV Car,BYD Atto 3,4,Switching to EV feels good knowing I'm reducing my carbon footprint.,7,"Topic 7: ev, good knowing, knowing, feels good, carbon footprint, knowing reducing",1.0
EV1587,EV Scooter,Ather 450X,5,Advanced safety features like ABS and traction control give peace of mind.,10,"Topic 10: battery replacement, cost half, half price, concerning, price vehicle, vehicle concerning",0.0015005968353287837
EV1588,EV Scooter,TVS iQube,3,"Heard about a thermal runaway incident, this has shaken my trust in EV safety.",7,"Topic 7: ev, good knowing, knowing, feels good, carbon footprint, knowing reducing",0.00174653309649447
EV1589,EV Scooter,Hero Vida V1,4,"Resale value of electric vehicles is still uncertain, worried about depreciation.",5,"Topic 5: air software, improving, great feature, keeps improving, updates great, improving time",0.04580443368196269
EV1590,EV Scooter,Hero Vida V1,4,"The companion app keeps crashing, needs urgent software updates. Highway charging stops are rare, long distance travel is a nightmare. Waiting time for service appointment is too long, more service centers needed.",17,"Topic 17: app keeps, crashing, crashing needs, companion app, companion, urgent software",1.0
EV1591,EV Car,Tesla Model 3,3,Acceleration is smooth and instant torque makes overtaking effortless.,23,"Topic 23: 30 range, badly, badly winter, cold weather, drops badly, cold",1.0
EV1592,EV Scooter,Ather 450X,3,"Suspension is too stiff, ride quality is uncomfortable on bad roads. Charging infrastructure in tier 2 and tier 3 cities is almost non-existent.",8,"Topic 8: vehicle good, test ratings, test, purchase decision, ratings, ratings reassured",0.1758462957940163
EV1593,EV Scooter,TVS iQube,4,"No proper information on how battery degrades over time, company should be transparent.",1,"Topic 1: range, transparent, proper, time company, proper information, battery degrades",0.20696641700131055
EV1594,EV Car,Mahindra XUV400,3,"There are very few authorized service centers, had to travel 150 km for repair.",10,"Topic 10: battery replacement, cost half, half price, concerning, price vehicle, vehicle concerning",0.003667779057609174
EV1595,EV Car,MG ZS EV,4,"Charging infrastructure in tier 2 and tier 3 cities is almost non-existent. Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat.",16,"Topic 16: tier, surprisingly, surprisingly high, compared petrol, insurance premium, insurance",1.0
EV1596,EV Car,BYD Atto 3,5,Concerned about environmental impact of battery disposal and recycling.,12,"Topic 12: battery disposal, environmental, disposal, disposal recycling, concerned, concerned environmental",1.0
EV1597,EV Scooter,Ampere Magnus,3,"Emergency braking and collision alert systems work really well in traffic. There are very few authorized service centers, had to travel 8 km for repair.",0,"Topic 0: collision, systems, braking collision, collision alert, systems work, really traffic",0.015228422336008506
EV1598,EV Car,Tata Nexon EV,5,The vehicle has good crash test ratings which reassured my purchase decision.,8,"Topic 8: vehicle good, test ratings, test, purchase decision, ratings, ratings reassured",1.0
EV1599,EV Scooter,Hero Vida V1,5,Emergency braking and collision alert systems work really well in traffic.,0,"Topic 0: collision, systems, braking collision, collision alert, systems work, really traffic",0.015243646948090887
EV1600,EV Scooter,Hero Vida V1,4,"Loved the color options and the overall styling of the vehicle. Love the app that shows nearby charging stations, very convenient feature.",8,"Topic 8: vehicle good, test ratings, test, purchase decision, ratings, ratings reassured",0.03300669545626764
EV1601,EV Scooter,Ather 450X,5,"Touchscreen infotainment system lags and is not very intuitive to use. Suspension is too stiff, ride quality is uncomfortable on bad roads.",18,"Topic 18: infotainment, infotainment lags, touchscreen, touchscreen infotainment, lags intuitive, lags",1.0
EV1602,EV Scooter,Bajaj Chetak,4,"Noise levels are impressively low, riding experience is very smooth and quiet.",3,"Topic 3: low, stability control, control wet, impressive, impressive inspires, wet",0.19920427168554666
EV1603,EV Scooter,Bajaj Chetak,4,Zero tailpipe emissions is the main reason I chose an electric vehicle.,19,"Topic 19: chose, chose electric, emissions, emissions main, reason, reason chose",1.0
EV1604,EV Car,Tesla Model 3,4,"Interior quality feels cheap for the price point, needs improvement.",18,"Topic 18: infotainment, infotainment lags, touchscreen, touchscreen infotainment, lags intuitive, lags",1.0
EV1605,EV Car,Tesla Model 3,3,"Battery health dropped to 85% within 18 months of daily use. LED lighting and digital dashboard give it a premium, modern look. Software glitches caused the dashboard to freeze twice in a month.",13,"Topic 13: 18, 18 months, 85, 85 18, health dropped, months daily",0.764233207163562
EV1606,EV Scooter,Bajaj Chetak,4,The design looks futuristic and attracts a lot of attention on the road.,9,"Topic 9: lot, better, expected, attracts lot, attracts, looks futuristic",1.0
EV1607,EV Car,Tata Nexon EV,4,Charging infrastructure in tier 2 and tier 3 cities is almost non-existent.,16,"Topic 16: tier, surprisingly, surprisingly high, compared petrol, insurance premium, insurance",1.0
EV1608,EV Scooter,TVS iQube,4,"Handling and stability at high speed feels very confident and safe. AC usage kills the range, on hot days I barely get half the claimed distance. LED lighting and digital dashboard give it a premium, modern look.",2,"Topic 2: makes, high, size makes, park, easy, maneuver",1.0
EV1609,EV Car,BYD Atto 3,4,Build quality feels premium and the ride is extremely comfortable. Stability control on wet roads is impressive and inspires confidence.,3,"Topic 3: low, stability control, control wet, impressive, impressive inspires, wet",1.0
EV1610,EV Scooter,Ola S1,3,Software glitches caused the dashboard to freeze twice in a month.,20,"Topic 20: dashboard, caused, freeze twice, glitches, freeze, glitches caused",1.0
EV1611,EV Car,MG ZS EV,5,Home charging setup was expensive and took weeks to install. Concerned about environmental impact of battery disposal and recycling.,11,"Topic 11: home, bluetooth, riding frustrating, connectivity, bluetooth connectivity, drops frequently",1.0
EV1612,EV Car,Hyundai Kona,4,Contributing to a cleaner city is a big motivation behind going electric.,4,"Topic 4: big motivation, big, motivation going, motivation, contributing, going",0.2011896209064446
EV1613,EV Scooter,Bajaj Chetak,4,"Over the air software updates are a great feature, keeps improving over time. Interior quality feels cheap for the price point, needs improvement.",5,"Topic 5: air software, improving, great feature, keeps improving, updates great, improving time",1.0
EV1614,EV Car,MG ZS EV,4,"Running cost is much lower than petrol, saving a lot on fuel every month. Worried about battery degradation and replacement cost after warranty ends. The design looks futuristic and attracts a lot of attention on the road.",9,"Topic 9: lot, better, expected, attracts lot, attracts, looks futuristic",0.009768348541628369
EV1615,EV Scooter,Ampere Magnus,4,Advanced safety features like ABS and traction control give peace of mind.,10,"Topic 10: battery replacement, cost half, half price, concerning, price vehicle, vehicle concerning",0.001496628518212693
EV1616,EV Car,Hyundai Kona,4,"There are very few authorized service centers, had to travel 5 km for repair. EV subsidy scheme in my state got delayed and the discount amount reduced suddenly.",15,"Topic 15: highway, discount, ev subsidy, delayed discount, subsidy scheme, state got",1.0
EV1617,EV Scooter,Hero Vida V1,3,"Worried about battery degradation and replacement cost after warranty ends. AC usage kills the range, on hot days I barely get half the claimed distance.",4,"Topic 4: big motivation, big, motivation going, motivation, contributing, going",1.0
EV1618,EV Scooter,Bajaj Chetak,4,Stability control on wet roads is impressive and inspires confidence. Navigation system integrated with range prediction is genuinely useful. Battery health dropped to 85% within 18 months of daily use.,3,"Topic 3: low, stability control, control wet, impressive, impressive inspires, wet",1.0
EV1619,EV Scooter,Hero Vida V1,5,"The motor is powerful and pickup is much better than petrol variants. Smart key and app based lock features work flawlessly, very convenient.",9,"Topic 9: lot, better, expected, attracts lot, attracts, looks futuristic",1.0
EV1620,EV Car,Mahindra XUV400,4,"After sales support has been excellent, quick response and doorstep service. Worried about battery degradation and replacement cost after warranty ends.",21,"Topic 21: cost warranty, battery degradation, warranty ends, ends, degradation replacement, worried battery",1.0
EV1621,EV Car,BYD Atto 3,4,Software glitches caused the dashboard to freeze twice in a month. Emergency braking and collision alert systems work really well in traffic. Battery range degrades faster than expected after just one year of use.,20,"Topic 20: dashboard, caused, freeze twice, glitches, freeze, glitches caused",1.0
EV1622,EV Scooter,Ola S1,4,"AC usage kills the range, on hot days I barely get half the claimed distance. Read reports about battery fires, safety is my biggest concern before buying.",4,"Topic 4: big motivation, big, motivation going, motivation, contributing, going",1.0
EV1623,EV Scooter,Ampere Magnus,4,"Battery replacement cost is almost half the price of the vehicle, very concerning. Interior quality feels cheap for the price point, needs improvement.",10,"Topic 10: battery replacement, cost half, half price, concerning, price vehicle, vehicle concerning",1.0
EV1624,EV Scooter,Ola S1,4,Concerned about environmental impact of battery disposal and recycling.,12,"Topic 12: battery disposal, environmental, disposal, disposal recycling, concerned, concerned environmental",1.0
EV1625,EV Scooter,Hero Vida V1,4,Home charging setup was expensive and took weeks to install. The battery warranty of 100 years gives me confidence in long term reliability.,11,"Topic 11: home, bluetooth, riding frustrating, connectivity, bluetooth connectivity, drops frequently",1.0
EV1626,EV Scooter,Ampere Magnus,4,"Total cost of ownership is great once you factor in low maintenance and fuel savings. Acceleration is smooth and instant torque makes overtaking effortless. The real world range is much lower than advertised, I only get 120 km on a full charge.",3,"Topic 3: low, stability control, control wet, impressive, impressive inspires, wet",1.0
EV1627,EV Car,Hyundai Kona,4,"Range drops badly in winter, I lost almost 30% range in cold weather. Total cost of ownership is great once you factor in low maintenance and fuel savings.",23,"Topic 23: 30 range, badly, badly winter, cold weather, drops badly, cold",1.0
EV1628,EV Car,Mahindra XUV400,4,"After sales support has been excellent, quick response and doorstep service. Bluetooth connectivity drops frequently while riding, very frustrating.",11,"Topic 11: home, bluetooth, riding frustrating, connectivity, bluetooth connectivity, drops frequently",1.0
EV1629,EV Car,Hyundai Kona,4,"Had a great experience with the service team, they explained everything clearly.",8,"Topic 8: vehicle good, test ratings, test, purchase decision, ratings, ratings reassured",1.0
EV1630,EV Scooter,Ola S1,5,"Had a great experience with the service team, they explained everything clearly.",8,"Topic 8: vehicle good, test ratings, test, purchase decision, ratings, ratings reassured",1.0
EV1631,EV Scooter,Ola S1,4,Software glitches caused the dashboard to freeze twice in a month. The upfront price is high but government subsidy makes it affordable.,20,"Topic 20: dashboard, caused, freeze twice, glitches, freeze, glitches caused",1.0
EV1632,EV Car,Mahindra XUV400,5,Software glitches caused the dashboard to freeze twice in a month. Loved the color options and the overall styling of the vehicle.,20,"Topic 20: dashboard, caused, freeze twice, glitches, freeze, glitches caused",1.0
EV1633,EV Scooter,Ather 450X,4,"Charging takes too long, almost 6 hours for a full charge at home.",11,"Topic 11: home, bluetooth, riding frustrating, connectivity, bluetooth connectivity, drops frequently",0.010378976850538334
EV1634,EV Scooter,Hero Vida V1,3,"Claimed range of 100 km is misleading, actual range is way less in city traffic.",1,"Topic 1: range, transparent, proper, time company, proper information, battery degrades",1.0
EV1635,EV Car,Tesla Model 3,3,Battery performance is stable even after two years of heavy usage. Service center staff are not well trained to handle EV specific issues.,7,"Topic 7: ev, good knowing, knowing, feels good, carbon footprint, knowing reducing",0.0917567501466567
EV1636,EV Scooter,Ather 450X,3,Zero tailpipe emissions is the main reason I chose an electric vehicle.,19,"Topic 19: chose, chose electric, emissions, emissions main, reason, reason chose",1.0
EV1637,EV Scooter,Ola S1,4,"Love the app that shows nearby charging stations, very convenient feature.",8,"Topic 8: vehicle good, test ratings, test, purchase decision, ratings, ratings reassured",0.011146979357528577
EV1638,EV Car,Tata Nexon EV,4,"Battery replacement cost is almost half the price of the vehicle, very concerning.",10,"Topic 10: battery replacement, cost half, half price, concerning, price vehicle, vehicle concerning",1.0
EV1639,EV Car,Hyundai Kona,4,"AC usage kills the range, on hot days I barely get half the claimed distance. Build materials feel sturdy but the design is a bit too plain compared to rivals.",4,"Topic 4: big motivation, big, motivation going, motivation, contributing, going",1.0
EV1640,EV Car,Hyundai Kona,3,"Heard about a thermal runaway incident, this has shaken my trust in EV safety. Waiting time for service appointment is too long, more service centers needed.",14,"Topic 14: service, bit plain, design bit, compared rivals, bit, materials feel",0.0017460990109375706
EV1641,EV Scooter,Ather 450X,4,"Braking system feels sharp and responsive, regenerative braking works well. Smart key and app based lock features work flawlessly, very convenient.",24,"Topic 24: braking, braking feels, braking works, responsive, regenerative braking, responsive regenerative",1.0
EV1642,EV Car,Tata Nexon EV,4,Customer support over phone is helpful and resolves issues quickly.,0,"Topic 0: collision, systems, braking collision, collision alert, systems work, really traffic",1.0
EV1643,EV Scooter,Bajaj Chetak,4,Worried about battery degradation and replacement cost after warranty ends.,21,"Topic 21: cost warranty, battery degradation, warranty ends, ends, degradation replacement, worried battery",1.0
EV1644,EV Scooter,Ampere Magnus,5,Emergency braking and collision alert systems work really well in traffic.,0,"Topic 0: collision, systems, braking collision, collision alert, systems work, really traffic",0.015205293178189519
EV1645,EV Car,BYD Atto 3,3,Concerned about environmental impact of battery disposal and recycling.,12,"Topic 12: battery disposal, environmental, disposal, disposal recycling, concerned, concerned environmental",1.0
EV1646,EV Scooter,Bajaj Chetak,5,Advanced safety features like ABS and traction control give peace of mind. Home charging setup was expensive and took weeks to install.,11,"Topic 11: home, bluetooth, riding frustrating, connectivity, bluetooth connectivity, drops frequently",1.0
EV1647,EV Car,Tata Nexon EV,4,"The upfront price is high but government subsidy makes it affordable. Highway charging stops are rare, long distance travel is a nightmare.",15,"Topic 15: highway, discount, ev subsidy, delayed discount, subsidy scheme, state got",0.0016658101648462321
EV1648,EV Scooter,Ampere Magnus,3,"Price after subsidy is still higher than a comparable petrol scooter. Charging infrastructure in tier 2 and tier 3 cities is almost non-existent. Range drops badly in winter, I lost almost 30% range in cold weather.",6,"Topic 6: coal, defeats purpose, defeats, coal region, comes coal, comes",0.005819294746202672
EV1649,EV Scooter,Hero Vida V1,4,"Acceleration is smooth and instant torque makes overtaking effortless. Range drops badly in winter, I lost almost 30% range in cold weather. Had a great experience with the service team, they explained everything clearly.",23,"Topic 23: 30 range, badly, badly winter, cold weather, drops badly, cold",1.0
EV1650,EV Scooter,Ola S1,4,Fast charging network needs serious expansion on highways.,2,"Topic 2: makes, high, size makes, park, easy, maneuver",1.0
EV1651,EV Scooter,Ather 450X,5,Zero tailpipe emissions is the main reason I chose an electric vehicle.,19,"Topic 19: chose, chose electric, emissions, emissions main, reason, reason chose",1.0
EV1652,EV Scooter,Hero Vida V1,3,Software glitches caused the dashboard to freeze twice in a month.,20,"Topic 20: dashboard, caused, freeze twice, glitches, freeze, glitches caused",1.0
EV1653,EV Scooter,Ola S1,4,The vehicle has good crash test ratings which reassured my purchase decision.,8,"Topic 8: vehicle good, test ratings, test, purchase decision, ratings, ratings reassured",1.0
EV1654,EV Car,BYD Atto 3,3,"The vehicle has good crash test ratings which reassured my purchase decision. Noise levels are impressively low, riding experience is very smooth and quiet.",8,"Topic 8: vehicle good, test ratings, test, purchase decision, ratings, ratings reassured",1.0
EV1655,EV Scooter,Hero Vida V1,4,Zero tailpipe emissions is the main reason I chose an electric vehicle. Emergency braking and collision alert systems work really well in traffic.,19,"Topic 19: chose, chose electric, emissions, emissions main, reason, reason chose",1.0
EV1656,EV Scooter,TVS iQube,4,"Range anxiety is real, I plan every trip around charging stops now. Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat.",6,"Topic 6: coal, defeats purpose, defeats, coal region, comes coal, comes",0.0006139862144672947
EV1657,EV Car,BYD Atto 3,3,"There are very few authorized service centers, had to travel 150 km for repair.",10,"Topic 10: battery replacement, cost half, half price, concerning, price vehicle, vehicle concerning",0.0036677870948569145
EV1658,EV Scooter,Ola S1,3,"Heard about a thermal runaway incident, this has shaken my trust in EV safety.",7,"Topic 7: ev, good knowing, knowing, feels good, carbon footprint, knowing reducing",0.001745735618138951
EV1659,EV Car,Tata Nexon EV,5,Battery health dropped to 85% within 18 months of daily use.,13,"Topic 13: 18, 18 months, 85, 85 18, health dropped, months daily",1.0
EV1660,EV Scooter,TVS iQube,3,"Customer support over phone is helpful and resolves issues quickly. Highway charging stops are rare, long distance travel is a nightmare.",15,"Topic 15: highway, discount, ev subsidy, delayed discount, subsidy scheme, state got",1.0
EV1661,EV Car,Tesla Model 3,3,"Battery replacement cost is almost half the price of the vehicle, very concerning.",10,"Topic 10: battery replacement, cost half, half price, concerning, price vehicle, vehicle concerning",1.0
EV1662,EV Car,BYD Atto 3,5,"Love the app that shows nearby charging stations, very convenient feature. For daily commute the range is fine but long trips are stressful because of low range. Noise levels are impressively low, riding experience is very smooth and quiet.",1,"Topic 1: range, transparent, proper, time company, proper information, battery degrades",1.0
EV1663,EV Car,MG ZS EV,4,Service center staff are not well trained to handle EV specific issues. The vehicle has good crash test ratings which reassured my purchase decision.,7,"Topic 7: ev, good knowing, knowing, feels good, carbon footprint, knowing reducing",1.0
EV1664,EV Car,Hyundai Kona,4,"Storage space under the seat is very limited, not practical for daily use.",5,"Topic 5: air software, improving, great feature, keeps improving, updates great, improving time",1.0
EV1665,EV Car,MG ZS EV,4,The battery warranty of 100 years gives me confidence in long term reliability. Contributing to a cleaner city is a big motivation behind going electric.,4,"Topic 4: big motivation, big, motivation going, motivation, contributing, going",1.0
EV1666,EV Car,BYD Atto 3,4,"Storage space under the seat is very limited, not practical for daily use. Stability control on wet roads is impressive and inspires confidence.",5,"Topic 5: air software, improving, great feature, keeps improving, updates great, improving time",1.0
EV1667,EV Car,MG ZS EV,4,"Bluetooth connectivity drops frequently while riding, very frustrating.",11,"Topic 11: home, bluetooth, riding frustrating, connectivity, bluetooth connectivity, drops frequently",1.0
EV1668,EV Car,BYD Atto 3,5,"After sales support has been excellent, quick response and doorstep service. Build materials feel sturdy but the design is a bit too plain compared to rivals.",14,"Topic 14: service, bit plain, design bit, compared rivals, bit, materials feel",1.0
EV1669,EV Car,Tata Nexon EV,4,Top speed is decent for city use but not enough for highway cruising. The upfront price is high but government subsidy makes it affordable. Concerned about environmental impact of battery disposal and recycling.,12,"Topic 12: battery disposal, environmental, disposal, disposal recycling, concerned, concerned environmental",0.000955957330679449
EV1670,EV Car,Hyundai Kona,4,"The companion app keeps crashing, needs urgent software updates.",17,"Topic 17: app keeps, crashing, crashing needs, companion app, companion, urgent software",1.0
EV1671,EV Car,MG ZS EV,3,Finding a working charging station in my city is still very difficult.,0,"Topic 0: collision, systems, braking collision, collision alert, systems work, really traffic",1.0
EV1672,EV Car,BYD Atto 3,5,"Braking system feels sharp and responsive, regenerative braking works well. Charging infrastructure in tier 2 and tier 3 cities is almost non-existent.",24,"Topic 24: braking, braking feels, braking works, responsive, regenerative braking, responsive regenerative",1.0
EV1673,EV Scooter,Ola S1,3,EV subsidy scheme in my state got delayed and the discount amount reduced suddenly.,15,"Topic 15: highway, discount, ev subsidy, delayed discount, subsidy scheme, state got",1.0
EV1674,EV Scooter,Ampere Magnus,5,Switching to EV feels good knowing I'm reducing my carbon footprint. The vehicle has good crash test ratings which reassured my purchase decision.,7,"Topic 7: ev, good knowing, knowing, feels good, carbon footprint, knowing reducing",1.0
EV1675,EV Car,Tata Nexon EV,3,Battery range degrades faster than expected after just one year of use.,9,"Topic 9: lot, better, expected, attracts lot, attracts, looks futuristic",1.0
EV1676,EV Car,Tata Nexon EV,4,"Charging takes too long, almost 6 hours for a full charge at home. For daily commute the range is fine but long trips are stressful because of low range.",1,"Topic 1: range, transparent, proper, time company, proper information, battery degrades",0.010416399814394028
