review_id,product_type,brand,rating,feedback_text,nmf_topic,nmf_topic_label,nmf_topic_confidence
EV1622,EV Scooter,Ola S1,4,"AC usage kills the range, on hot days I barely get half the claimed distance. Read reports about battery fires, safety is my biggest concern before buying.",4,"Topic 4: use, daily use, daily, dropped, within month",0.04305178019436312
EV1623,EV Scooter,Ampere Magnus,4,"Battery replacement cost is almost half the price of the vehicle, very concerning. Interior quality feels cheap for the price point, needs improvement.",0,"Topic 0: cost, replacement cost, replacement, price, battery",0.09053252688872877
EV1624,EV Scooter,Ola S1,4,Concerned about environmental impact of battery disposal and recycling.,5,"Topic 5: battery disposal, disposal recycling, concerned, environmental impact, environmental",0.4358654034600713
EV1625,EV Scooter,Hero Vida V1,4,Home charging setup was expensive and took weeks to install. The battery warranty of 100 years gives me confidence in long term reliability.,8,"Topic 8: service, service center, center, appointment long, center needed",0.05788637134265545
EV1626,EV Scooter,Ampere Magnus,4,"Total cost of ownership is great once you factor in low maintenance and fuel savings. Acceleration is smooth and instant torque makes overtaking effortless. The real world range is much lower than advertised, I only get 120 km on a full charge.",7,"Topic 7: riding, low, smooth, level, impressively",0.08559761026649455
EV1627,EV Car,Hyundai Kona,4,"Range drops badly in winter, I lost almost 30% range in cold weather. Total cost of ownership is great once you factor in low maintenance and fuel savings.",7,"Topic 7: riding, low, smooth, level, impressively",0.08419343323279292
EV1628,EV Car,Mahindra XUV400,4,"After sales support has been excellent, quick response and doorstep service. Bluetooth connectivity drops frequently while riding, very frustrating.",7,"Topic 7: riding, low, smooth, level, impressively",0.08592290851683529
EV1629,EV Car,Hyundai Kona,4,"Had a great experience with the service team, they explained everything clearly.",8,"Topic 8: service, service center, center, appointment long, center needed",0.10310956465082646
EV1630,EV Scooter,Ola S1,5,"Had a great experience with the service team, they explained everything clearly.",8,"Topic 8: service, service center, center, appointment long, center needed",0.10310956465082646
EV1631,EV Scooter,Ola S1,4,Software glitches caused the dashboard to freeze twice in a month. The upfront price is high but government subsidy makes it affordable.,9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.3169902646337796
EV1632,EV Car,Mahindra XUV400,5,Software glitches caused the dashboard to freeze twice in a month. Loved the color options and the overall styling of the vehicle.,9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.33763306107201013
EV1633,EV Scooter,Ather 450X,4,"Charging takes too long, almost 6 hours for a full charge at home.",1,"Topic 1: charge come, defeat purpose, defeat, come mostly, come",0.04253603981861929
EV1634,EV Scooter,Hero Vida V1,3,"Claimed range of 100 km is misleading, actual range is way less in city traffic.",7,"Topic 7: riding, low, smooth, level, impressively",0.041861355679823284
EV1635,EV Car,Tesla Model 3,3,Battery performance is stable even after two years of heavy usage. Service center staff are not well trained to handle EV specific issues.,8,"Topic 8: service, service center, center, appointment long, center needed",0.25229620811259806
EV1636,EV Scooter,Ather 450X,3,Zero tailpipe emissions is the main reason I chose an electric vehicle.,7,"Topic 7: riding, low, smooth, level, impressively",0.15348681555202068
EV1637,EV Scooter,Ola S1,4,"Love the app that shows nearby charging stations, very convenient feature.",6,"Topic 6: app, keep, update, software update, need",0.13873149475387614
EV1638,EV Car,Tata Nexon EV,4,"Battery replacement cost is almost half the price of the vehicle, very concerning.",0,"Topic 0: cost, replacement cost, replacement, price, battery",0.10929763693684456
EV1639,EV Car,Hyundai Kona,4,"AC usage kills the range, on hot days I barely get half the claimed distance. Build materials feel sturdy but the design is a bit too plain compared to rivals.",8,"Topic 8: service, service center, center, appointment long, center needed",0.08984531166346052
EV1640,EV Car,Hyundai Kona,3,"Heard about a thermal runaway incident, this has shaken my trust in EV safety. Waiting time for service appointment is too long, more service centers needed.",8,"Topic 8: service, service center, center, appointment long, center needed",0.27523644528867214
EV1641,EV Scooter,Ather 450X,4,"Braking system feels sharp and responsive, regenerative braking works well. Smart key and app based lock features work flawlessly, very convenient.",2,"Topic 2: braking, system, work well, work, well",0.28165239839156064
EV1642,EV Car,Tata Nexon EV,4,Customer support over phone is helpful and resolves issues quickly.,7,"Topic 7: riding, low, smooth, level, impressively",0.029696184479411258
EV1643,EV Scooter,Bajaj Chetak,4,Worried about battery degradation and replacement cost after warranty ends.,0,"Topic 0: cost, replacement cost, replacement, price, battery",0.10728248170323222
EV1644,EV Scooter,Ampere Magnus,5,Emergency braking and collision alert systems work really well in traffic.,2,"Topic 2: braking, system, work well, work, well",0.31909778238262776
EV1645,EV Car,BYD Atto 3,3,Concerned about environmental impact of battery disposal and recycling.,5,"Topic 5: battery disposal, disposal recycling, concerned, environmental impact, environmental",0.4358654034600713
EV1646,EV Scooter,Bajaj Chetak,5,Advanced safety features like ABS and traction control give peace of mind. Home charging setup was expensive and took weeks to install.,3,"Topic 3: ab, ab traction, control give, traction, traction control",0.30027326513825536
EV1647,EV Car,Tata Nexon EV,4,"The upfront price is high but government subsidy makes it affordable. Highway charging stops are rare, long distance travel is a nightmare.",8,"Topic 8: service, service center, center, appointment long, center needed",0.0434175205545078
EV1648,EV Scooter,Ampere Magnus,3,"Price after subsidy is still higher than a comparable petrol scooter. Charging infrastructure in tier 2 and tier 3 cities is almost non-existent. Range drops badly in winter, I lost almost 30% range in cold weather.",0,"Topic 0: cost, replacement cost, replacement, price, battery",0.04074712938084471
EV1649,EV Scooter,Hero Vida V1,4,"Acceleration is smooth and instant torque makes overtaking effortless. Range drops badly in winter, I lost almost 30% range in cold weather. Had a great experience with the service team, they explained everything clearly.",7,"Topic 7: riding, low, smooth, level, impressively",0.10494042831044284
EV1650,EV Scooter,Ola S1,4,Fast charging network needs serious expansion on highways.,6,"Topic 6: app, keep, update, software update, need",0.07512874314890193
EV1651,EV Scooter,Ather 450X,5,Zero tailpipe emissions is the main reason I chose an electric vehicle.,7,"Topic 7: riding, low, smooth, level, impressively",0.15348681555202068
EV1652,EV Scooter,Hero Vida V1,3,Software glitches caused the dashboard to freeze twice in a month.,9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.4541679341646786
EV1653,EV Scooter,Ola S1,4,The vehicle has good crash test ratings which reassured my purchase decision.,9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.10256815474960541
EV1654,EV Car,BYD Atto 3,3,"The vehicle has good crash test ratings which reassured my purchase decision. Noise levels are impressively low, riding experience is very smooth and quiet.",7,"Topic 7: riding, low, smooth, level, impressively",0.2782412659844481
EV1655,EV Scooter,Hero Vida V1,4,Zero tailpipe emissions is the main reason I chose an electric vehicle. Emergency braking and collision alert systems work really well in traffic.,2,"Topic 2: braking, system, work well, work, well",0.23582115903866463
EV1656,EV Scooter,TVS iQube,4,"Range anxiety is real, I plan every trip around charging stops now. Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat.",1,"Topic 1: charge come, defeat purpose, defeat, come mostly, come",0.30839567154496045
EV1657,EV Car,BYD Atto 3,3,"There are very few authorized service centers, had to travel 150 km for repair.",8,"Topic 8: service, service center, center, appointment long, center needed",0.27134328447285216
EV1658,EV Scooter,Ola S1,3,"Heard about a thermal runaway incident, this has shaken my trust in EV safety.",3,"Topic 3: ab, ab traction, control give, traction, traction control",0.03209915536470071
EV1659,EV Car,Tata Nexon EV,5,Battery health dropped to 85% within 18 months of daily use.,4,"Topic 4: use, daily use, daily, dropped, within month",0.39372037011018973
EV1660,EV Scooter,TVS iQube,3,"Customer support over phone is helpful and resolves issues quickly. Highway charging stops are rare, long distance travel is a nightmare.",8,"Topic 8: service, service center, center, appointment long, center needed",0.06097134536123975
EV1661,EV Car,Tesla Model 3,3,"Battery replacement cost is almost half the price of the vehicle, very concerning.",0,"Topic 0: cost, replacement cost, replacement, price, battery",0.10929763693684456
EV1662,EV Car,BYD Atto 3,5,"Love the app that shows nearby charging stations, very convenient feature. For daily commute the range is fine but long trips are stressful because of low range. Noise levels are impressively low, riding experience is very smooth and quiet.",7,"Topic 7: riding, low, smooth, level, impressively",0.2515498152006924
EV1663,EV Car,MG ZS EV,4,Service center staff are not well trained to handle EV specific issues. The vehicle has good crash test ratings which reassured my purchase decision.,8,"Topic 8: service, service center, center, appointment long, center needed",0.22491607338183697
EV1664,EV Car,Hyundai Kona,4,"Storage space under the seat is very limited, not practical for daily use.",4,"Topic 4: use, daily use, daily, dropped, within month",0.1489749552724736
EV1665,EV Car,MG ZS EV,4,The battery warranty of 100 years gives me confidence in long term reliability. Contributing to a cleaner city is a big motivation behind going electric.,8,"Topic 8: service, service center, center, appointment long, center needed",0.031350398832046676
EV1666,EV Car,BYD Atto 3,4,"Storage space under the seat is very limited, not practical for daily use. Stability control on wet roads is impressive and inspires confidence.",7,"Topic 7: riding, low, smooth, level, impressively",0.18158010917500322
EV1667,EV Car,MG ZS EV,4,"Bluetooth connectivity drops frequently while riding, very frustrating.",7,"Topic 7: riding, low, smooth, level, impressively",0.10316261143529813
EV1668,EV Car,BYD Atto 3,5,"After sales support has been excellent, quick response and doorstep service. Build materials feel sturdy but the design is a bit too plain compared to rivals.",8,"Topic 8: service, service center, center, appointment long, center needed",0.17074246930422676
EV1669,EV Car,Tata Nexon EV,4,Top speed is decent for city use but not enough for highway cruising. The upfront price is high but government subsidy makes it affordable. Concerned about environmental impact of battery disposal and recycling.,5,"Topic 5: battery disposal, disposal recycling, concerned, environmental impact, environmental",0.21286342245310963
EV1670,EV Car,Hyundai Kona,4,"The companion app keeps crashing, needs urgent software updates.",6,"Topic 6: app, keep, update, software update, need",0.3913111625379394
EV1671,EV Car,MG ZS EV,3,Finding a working charging station in my city is still very difficult.,6,"Topic 6: app, keep, update, software update, need",0.06122660181627624
EV1672,EV Car,BYD Atto 3,5,"Braking system feels sharp and responsive, regenerative braking works well. Charging infrastructure in tier 2 and tier 3 cities is almost non-existent.",2,"Topic 2: braking, system, work well, work, well",0.25807046203872597
EV1673,EV Scooter,Ola S1,3,EV subsidy scheme in my state got delayed and the discount amount reduced suddenly.,8,"Topic 8: service, service center, center, appointment long, center needed",0.01521381996855034
EV1674,EV Scooter,Ampere Magnus,5,Switching to EV feels good knowing I'm reducing my carbon footprint. The vehicle has good crash test ratings which reassured my purchase decision.,9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.08037663804117354
EV1675,EV Car,Tata Nexon EV,3,Battery range degrades faster than expected after just one year of use.,4,"Topic 4: use, daily use, daily, dropped, within month",0.06755701621713178
EV1676,EV Car,Tata Nexon EV,4,"Charging takes too long, almost 6 hours for a full charge at home. For daily commute the range is fine but long trips are stressful because of low range.",7,"Topic 7: riding, low, smooth, level, impressively",0.07149405798357031
EV1677,EV Car,Mahindra XUV400,4,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat.",1,"Topic 1: charge come, defeat purpose, defeat, come mostly, come",0.4284350621768463
EV1678,EV Car,MG ZS EV,5,Stability control on wet roads is impressive and inspires confidence.,7,"Topic 7: riding, low, smooth, level, impressively",0.25999823105925624
EV1679,EV Car,Tata Nexon EV,5,Build quality feels premium and the ride is extremely comfortable.,8,"Topic 8: service, service center, center, appointment long, center needed",0.03904935174823101
EV1680,EV Scooter,Hero Vida V1,5,Top speed is decent for city use but not enough for highway cruising.,4,"Topic 4: use, daily use, daily, dropped, within month",0.04123417232045928
EV1681,EV Scooter,Ather 450X,3,"LED lighting and digital dashboard give it a premium, modern look.",9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.1459803170732589
EV1682,EV Car,BYD Atto 3,4,"Handling and stability at high speed feels very confident and safe. Build materials feel sturdy but the design is a bit too plain compared to rivals. Battery replacement cost is almost half the price of the vehicle, very concerning.",8,"Topic 8: service, service center, center, appointment long, center needed",0.07803408579701313
EV1683,EV Car,Mahindra XUV400,4,Loved the color options and the overall styling of the vehicle.,1,"Topic 1: charge come, defeat purpose, defeat, come mostly, come",0.016621025870109416
EV1684,EV Scooter,Bajaj Chetak,5,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat.",1,"Topic 1: charge come, defeat purpose, defeat, come mostly, come",0.4284350621768463
EV1685,EV Car,MG ZS EV,4,"Loved the color options and the overall styling of the vehicle. Worried about battery degradation and replacement cost after warranty ends. Heard about a thermal runaway incident, this has shaken my trust in EV safety.",0,"Topic 0: cost, replacement cost, replacement, price, battery",0.061133912300577145
EV1686,EV Car,MG ZS EV,4,"Noise levels are impressively low, riding experience is very smooth and quiet.",7,"Topic 7: riding, low, smooth, level, impressively",0.3464796245824144
EV1687,EV Scooter,TVS iQube,4,Total cost of ownership is great once you factor in low maintenance and fuel savings. Home charging setup was expensive and took weeks to install.,7,"Topic 7: riding, low, smooth, level, impressively",0.04185604286395752
EV1688,EV Car,BYD Atto 3,4,Zero tailpipe emissions is the main reason I chose an electric vehicle.,7,"Topic 7: riding, low, smooth, level, impressively",0.15348681555202068
EV1689,EV Car,Tesla Model 3,4,"Over the air software updates are a great feature, keeps improving over time.",6,"Topic 6: app, keep, update, software update, need",0.18863644383392794
EV1690,EV Scooter,Hero Vida V1,3,"Bluetooth connectivity drops frequently while riding, very frustrating.",7,"Topic 7: riding, low, smooth, level, impressively",0.10316261143529813
EV1691,EV Car,MG ZS EV,4,Loved the color options and the overall styling of the vehicle. For daily commute the range is fine but long trips are stressful because of low range.,7,"Topic 7: riding, low, smooth, level, impressively",0.07536380751481866
EV1692,EV Car,Tesla Model 3,4,"Battery replacement cost is almost half the price of the vehicle, very concerning.",0,"Topic 0: cost, replacement cost, replacement, price, battery",0.10929763693684456
EV1693,EV Scooter,Hero Vida V1,4,"LED lighting and digital dashboard give it a premium, modern look. Switching to EV feels good knowing I'm reducing my carbon footprint.",9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.11823271668529103
EV1694,EV Scooter,Hero Vida V1,3,"Range drops badly in winter, I lost almost 30% range in cold weather.",7,"Topic 7: riding, low, smooth, level, impressively",0.06257870840187371
EV1695,EV Scooter,Bajaj Chetak,3,Stability control on wet roads is impressive and inspires confidence. The design looks futuristic and attracts a lot of attention on the road.,7,"Topic 7: riding, low, smooth, level, impressively",0.20202779010863342
EV1696,EV Scooter,Ampere Magnus,5,"Smart key and app based lock features work flawlessly, very convenient. LED lighting and digital dashboard give it a premium, modern look. After sales support has been excellent, quick response and doorstep service.",6,"Topic 6: app, keep, update, software update, need",0.11818600140700555
EV1697,EV Scooter,Ather 450X,5,"Emergency braking and collision alert systems work really well in traffic. No proper information on how battery degrades over time, company should be transparent.",2,"Topic 2: braking, system, work well, work, well",0.24443572481467965
EV1698,EV Scooter,Ola S1,4,"Storage space under the seat is very limited, not practical for daily use.",4,"Topic 4: use, daily use, daily, dropped, within month",0.1489749552724736
EV1699,EV Scooter,Bajaj Chetak,3,Switching to EV feels good knowing I'm reducing my carbon footprint. EV subsidy scheme in my state got delayed and the discount amount reduced suddenly. Touchscreen infotainment system lags and is not very intuitive to use.,8,"Topic 8: service, service center, center, appointment long, center needed",0.04374546492207099
EV1700,EV Car,Tesla Model 3,3,Software glitches caused the dashboard to freeze twice in a month.,9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.4541679341646786
EV1701,EV Scooter,Ola S1,5,Compact size makes it easy to park and maneuver in city traffic.,0,"Topic 0: cost, replacement cost, replacement, price, battery",0.030857381256915433
EV1702,EV Scooter,Ola S1,5,Battery health dropped to 85% within 18 months of daily use.,4,"Topic 4: use, daily use, daily, dropped, within month",0.39372037011018973
EV1703,EV Car,Tesla Model 3,4,"Waiting time for service appointment is too long, more service centers needed.",8,"Topic 8: service, service center, center, appointment long, center needed",0.3799067759679156
EV1704,EV Scooter,TVS iQube,3,"EV subsidy scheme in my state got delayed and the discount amount reduced suddenly. The real world range is much lower than advertised, I only get 15 km on a full charge.",1,"Topic 1: charge come, defeat purpose, defeat, come mostly, come",0.03205754595982025
EV1705,EV Scooter,Bajaj Chetak,3,Price after subsidy is still higher than a comparable petrol scooter.,0,"Topic 0: cost, replacement cost, replacement, price, battery",0.029697944429557754
EV1706,EV Scooter,Bajaj Chetak,4,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat. Range anxiety is real, I plan every trip around charging stops now. Price after subsidy is still higher than a comparable petrol scooter.",1,"Topic 1: charge come, defeat purpose, defeat, come mostly, come",0.2797423671298954
EV1707,EV Car,MG ZS EV,4,"The real world range is much lower than advertised, I only get 3 km on a full charge. Battery performance is stable even after two years of heavy usage.",8,"Topic 8: service, service center, center, appointment long, center needed",0.0373812730232448
EV1708,EV Scooter,TVS iQube,3,"Interior quality feels cheap for the price point, needs improvement.",6,"Topic 6: app, keep, update, software update, need",0.05136137910714518
EV1709,EV Car,Tesla Model 3,4,"The companion app keeps crashing, needs urgent software updates. Handling and stability at high speed feels very confident and safe.",6,"Topic 6: app, keep, update, software update, need",0.3042778530786446
EV1710,EV Scooter,TVS iQube,5,"LED lighting and digital dashboard give it a premium, modern look.",9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.1459803170732589
EV1711,EV Car,Hyundai Kona,4,"Customer support over phone is helpful and resolves issues quickly. Noise levels are impressively low, riding experience is very smooth and quiet.",7,"Topic 7: riding, low, smooth, level, impressively",0.26253648416367115
EV1712,EV Car,Tesla Model 3,4,"Public chargers are often broken or occupied, need more charging stations urgently.",6,"Topic 6: app, keep, update, software update, need",0.09851726439195248
EV1713,EV Scooter,Hero Vida V1,3,Customer support over phone is helpful and resolves issues quickly.,7,"Topic 7: riding, low, smooth, level, impressively",0.029696184479411258
EV1714,EV Scooter,Ather 450X,4,"Smart key and app based lock features work flawlessly, very convenient.",6,"Topic 6: app, keep, update, software update, need",0.20397177287681528
EV1715,EV Car,BYD Atto 3,4,"Range drops badly in winter, I lost almost 30% range in cold weather.",7,"Topic 7: riding, low, smooth, level, impressively",0.06257870840187371
EV1716,EV Car,Mahindra XUV400,5,The design looks futuristic and attracts a lot of attention on the road.,7,"Topic 7: riding, low, smooth, level, impressively",0.03791100511224609
EV1717,EV Scooter,TVS iQube,4,"After sales support has been excellent, quick response and doorstep service.",8,"Topic 8: service, service center, center, appointment long, center needed",0.112987380464634
EV1718,EV Car,Hyundai Kona,4,"AC usage kills the range, on hot days I barely get half the claimed distance. Highway charging stops are rare, long distance travel is a nightmare. Acceleration is smooth and instant torque makes overtaking effortless.",7,"Topic 7: riding, low, smooth, level, impressively",0.042024692607356536
EV1719,EV Car,MG ZS EV,3,Software glitches caused the dashboard to freeze twice in a month. I'm always worried about running out of charge before reaching my destination.,9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.35262266358256167
EV1720,EV Scooter,Ather 450X,4,"Smart key and app based lock features work flawlessly, very convenient.",6,"Topic 6: app, keep, update, software update, need",0.20397177287681528
EV1721,EV Scooter,Hero Vida V1,5,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat. Acceleration is smooth and instant torque makes overtaking effortless.",1,"Topic 1: charge come, defeat purpose, defeat, come mostly, come",0.31677843027615116
EV1722,EV Car,BYD Atto 3,4,"Worried about battery degradation and replacement cost after warranty ends. After sales support has been excellent, quick response and doorstep service.",0,"Topic 0: cost, replacement cost, replacement, price, battery",0.07758820525091928
EV1723,EV Scooter,Hero Vida V1,5,Battery performance is stable even after two years of heavy usage.,8,"Topic 8: service, service center, center, appointment long, center needed",0.052289309383214015
EV1724,EV Car,Hyundai Kona,3,The design looks futuristic and attracts a lot of attention on the road.,7,"Topic 7: riding, low, smooth, level, impressively",0.03791100511224609
EV1725,EV Scooter,Ather 450X,3,"EV subsidy scheme in my state got delayed and the discount amount reduced suddenly. Read reports about battery fires, safety is my biggest concern before buying.",4,"Topic 4: use, daily use, daily, dropped, within month",0.04292302948744767
EV1726,EV Car,Hyundai Kona,4,Navigation system integrated with range prediction is genuinely useful.,7,"Topic 7: riding, low, smooth, level, impressively",0.07776545472498549
EV1727,EV Car,Mahindra XUV400,4,Touchscreen infotainment system lags and is not very intuitive to use. The vehicle has good crash test ratings which reassured my purchase decision.,9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.06895038645040345
EV1728,EV Car,Tata Nexon EV,5,"Bluetooth connectivity drops frequently while riding, very frustrating.",7,"Topic 7: riding, low, smooth, level, impressively",0.10316261143529813
EV1729,EV Car,Tata Nexon EV,4,"Acceleration is smooth and instant torque makes overtaking effortless. The companion app keeps crashing, needs urgent software updates.",6,"Topic 6: app, keep, update, software update, need",0.28150000021160937
EV1730,EV Scooter,Ola S1,2,Price after subsidy is still higher than a comparable petrol scooter.,0,"Topic 0: cost, replacement cost, replacement, price, battery",0.029697944429557754
EV1731,EV Scooter,TVS iQube,4,"There are very few authorized service centers, had to travel 120 km for repair.",8,"Topic 8: service, service center, center, appointment long, center needed",0.27134328447285216
EV1732,EV Scooter,Ola S1,4,Fast charging network needs serious expansion on highways.,6,"Topic 6: app, keep, update, software update, need",0.07512874314890193
EV1733,EV Scooter,Ampere Magnus,4,Customer support over phone is helpful and resolves issues quickly.,7,"Topic 7: riding, low, smooth, level, impressively",0.029696184479411258
EV1734,EV Car,MG ZS EV,2,Emergency braking and collision alert systems work really well in traffic.,2,"Topic 2: braking, system, work well, work, well",0.31909778238262776
EV1735,EV Car,MG ZS EV,4,"Highway charging stops are rare, long distance travel is a nightmare.",8,"Topic 8: service, service center, center, appointment long, center needed",0.06565737663785687
EV1736,EV Car,Tata Nexon EV,5,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat. Touchscreen infotainment system lags and is not very intuitive to use.",1,"Topic 1: charge come, defeat purpose, defeat, come mostly, come",0.34908699916353836
EV1737,EV Scooter,TVS iQube,3,"The companion app keeps crashing, needs urgent software updates. No proper information on how battery degrades over time, company should be transparent.",6,"Topic 6: app, keep, update, software update, need",0.2954020425638708
EV1738,EV Scooter,Ola S1,4,"Over the air software updates are a great feature, keeps improving over time.",6,"Topic 6: app, keep, update, software update, need",0.18863644383392794
EV1739,EV Car,MG ZS EV,4,"Battery replacement cost is almost half the price of the vehicle, very concerning. Build quality feels premium and the ride is extremely comfortable. Advanced safety features like ABS and traction control give peace of mind.",3,"Topic 3: ab, ab traction, control give, traction, traction control",0.26485204693600967
EV1740,EV Car,Mahindra XUV400,4,"Smart key and app based lock features work flawlessly, very convenient.",6,"Topic 6: app, keep, update, software update, need",0.20397177287681528
EV1741,EV Car,Hyundai Kona,4,Advanced safety features like ABS and traction control give peace of mind.,3,"Topic 3: ab, ab traction, control give, traction, traction control",0.4034444933979644
EV1742,EV Scooter,Hero Vida V1,4,Customer support over phone is helpful and resolves issues quickly.,7,"Topic 7: riding, low, smooth, level, impressively",0.029696184479411258
EV1743,EV Scooter,Bajaj Chetak,4,"Read reports about battery fires, safety is my biggest concern before buying.",4,"Topic 4: use, daily use, daily, dropped, within month",0.06224454269100942
EV1744,EV Scooter,Bajaj Chetak,3,Contributing to a cleaner city is a big motivation behind going electric.,0,"Topic 0: cost, replacement cost, replacement, price, battery",0.02549945550685614
EV1745,EV Scooter,Ampere Magnus,5,"No proper information on how battery degrades over time, company should be transparent. Charging infrastructure in tier 2 and tier 3 cities is almost non-existent.",8,"Topic 8: service, service center, center, appointment long, center needed",0.032407797118676106
EV1746,EV Car,BYD Atto 3,4,"Over the air software updates are a great feature, keeps improving over time.",6,"Topic 6: app, keep, update, software update, need",0.18863644383392794
EV1747,EV Scooter,Bajaj Chetak,4,"Concerned about environmental impact of battery disposal and recycling. Storage space under the seat is very limited, not practical for daily use.",5,"Topic 5: battery disposal, disposal recycling, concerned, environmental impact, environmental",0.2831583250483784
EV1748,EV Car,Tata Nexon EV,4,"No proper information on how battery degrades over time, company should be transparent.",8,"Topic 8: service, service center, center, appointment long, center needed",0.052935026121235115
EV1749,EV Car,Mahindra XUV400,3,Price after subsidy is still higher than a comparable petrol scooter.,0,"Topic 0: cost, replacement cost, replacement, price, battery",0.029697944429557754
EV1750,EV Scooter,TVS iQube,4,"Highway charging stops are rare, long distance travel is a nightmare. I'm always worried about running out of charge before reaching my destination.",8,"Topic 8: service, service center, center, appointment long, center needed",0.04964105214851303
EV1751,EV Scooter,Ola S1,5,"AC usage kills the range, on hot days I barely get half the claimed distance.",0,"Topic 0: cost, replacement cost, replacement, price, battery",0.018164580461625075
EV1752,EV Car,Hyundai Kona,4,Contributing to a cleaner city is a big motivation behind going electric.,0,"Topic 0: cost, replacement cost, replacement, price, battery",0.02549945550685614
EV1753,EV Scooter,Hero Vida V1,4,Compact size makes it easy to park and maneuver in city traffic.,0,"Topic 0: cost, replacement cost, replacement, price, battery",0.030857381256915433
EV1754,EV Car,Tesla Model 3,4,Insurance premium for EV is surprisingly high compared to petrol vehicles. The vehicle has good crash test ratings which reassured my purchase decision.,9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.08357495327707548
EV1755,EV Scooter,Ather 450X,3,"Range drops badly in winter, I lost almost 30% range in cold weather.",7,"Topic 7: riding, low, smooth, level, impressively",0.06257870840187371
EV1756,EV Car,MG ZS EV,4,Home charging setup was expensive and took weeks to install.,5,"Topic 5: battery disposal, disposal recycling, concerned, environmental impact, environmental",0.034397188509763525
EV1757,EV Scooter,Bajaj Chetak,4,Navigation system integrated with range prediction is genuinely useful.,7,"Topic 7: riding, low, smooth, level, impressively",0.07776545472498549
EV1758,EV Scooter,Ampere Magnus,3,Total cost of ownership is great once you factor in low maintenance and fuel savings.,7,"Topic 7: riding, low, smooth, level, impressively",0.05644573421802956
EV1759,EV Scooter,Ampere Magnus,3,EV subsidy scheme in my state got delayed and the discount amount reduced suddenly.,8,"Topic 8: service, service center, center, appointment long, center needed",0.01521381996855034
EV1760,EV Scooter,Ampere Magnus,2,"Concerned about environmental impact of battery disposal and recycling. The companion app keeps crashing, needs urgent software updates.",6,"Topic 6: app, keep, update, software update, need",0.29554656707783
EV1761,EV Scooter,Hero Vida V1,3,"Spare parts availability is a major issue, waited a month for a replacement part.",9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.022143653435404812
EV1762,EV Car,BYD Atto 3,4,"Charging takes too long, almost 6 hours for a full charge at home.",1,"Topic 1: charge come, defeat purpose, defeat, come mostly, come",0.04253603981861929
EV1763,EV Car,Hyundai Kona,4,"Emergency braking and collision alert systems work really well in traffic. Touchscreen infotainment system lags and is not very intuitive to use. Braking system feels sharp and responsive, regenerative braking works well.",2,"Topic 2: braking, system, work well, work, well",0.4031164544221044
EV1764,EV Scooter,Ather 450X,5,"Switching to EV feels good knowing I'm reducing my carbon footprint. Waiting time for service appointment is too long, more service centers needed.",8,"Topic 8: service, service center, center, appointment long, center needed",0.3333742944285136
EV1765,EV Scooter,Ampere Magnus,4,"Had a great experience with the service team, they explained everything clearly.",8,"Topic 8: service, service center, center, appointment long, center needed",0.10310956465082646
EV1766,EV Car,Hyundai Kona,4,Advanced safety features like ABS and traction control give peace of mind.,3,"Topic 3: ab, ab traction, control give, traction, traction control",0.4034444933979644
EV1767,EV Scooter,TVS iQube,4,Service center staff are not well trained to handle EV specific issues. Switching to EV feels good knowing I'm reducing my carbon footprint.,8,"Topic 8: service, service center, center, appointment long, center needed",0.26944630675221254
EV1768,EV Car,BYD Atto 3,4,"No proper information on how battery degrades over time, company should be transparent. There are very few authorized service centers, had to travel 15 km for repair.",8,"Topic 8: service, service center, center, appointment long, center needed",0.21384663092635006
EV1769,EV Car,BYD Atto 3,4,"Battery replacement cost is almost half the price of the vehicle, very concerning. Contributing to a cleaner city is a big motivation behind going electric.",0,"Topic 0: cost, replacement cost, replacement, price, battery",0.09116781351443716
EV1770,EV Scooter,Ather 450X,3,Concerned about environmental impact of battery disposal and recycling.,5,"Topic 5: battery disposal, disposal recycling, concerned, environmental impact, environmental",0.4358654034600713
