review_id,product_type,brand,rating,feedback_text,lda_topic,lda_topic_label,lda_topic_confidence
EV1650,EV Scooter,Ola S1,4,Fast charging network needs serious expansion on highways.,3,"Topic 3: safety, use, highway, part, feature",0.935712803955503
EV1651,EV Scooter,Ather 450X,5,Zero tailpipe emissions is the main reason I chose an electric vehicle.,6,"Topic 6: charging, battery, almost, tier, use",0.9249999999668123
EV1652,EV Scooter,Hero Vida V1,3,Software glitches caused the dashboard to freeze twice in a month.,4,"Topic 4: software, month, year, battery, keep",0.9357139367294343
EV1653,EV Scooter,Ola S1,4,The vehicle has good crash test ratings which reassured my purchase decision.,9,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",0.9249999999727188
EV1654,EV Car,BYD Atto 3,3,"The vehicle has good crash test ratings which reassured my purchase decision. Noise levels are impressively low, riding experience is very smooth and quiet.",9,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",0.9666665311152132
EV1655,EV Scooter,Hero Vida V1,4,Zero tailpipe emissions is the main reason I chose an electric vehicle. Emergency braking and collision alert systems work really well in traffic.,7,"Topic 7: braking, work, system, work well, well",0.5592604077470112
EV1656,EV Scooter,TVS iQube,4,"Range anxiety is real, I plan every trip around charging stops now. Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat.",8,"Topic 8: range, drop, defeat purpose, energy, energy used",0.5931956132410097
EV1657,EV Car,BYD Atto 3,3,"There are very few authorized service centers, had to travel 150 km for repair.",5,"Topic 5: battery, center, service center, service, safety",0.9099990182384726
EV1658,EV Scooter,Ola S1,3,"Heard about a thermal runaway incident, this has shaken my trust in EV safety.",3,"Topic 3: safety, use, highway, part, feature",0.9357141803880524
EV1659,EV Car,Tata Nexon EV,5,Battery health dropped to 85% within 18 months of daily use.,6,"Topic 6: charging, battery, almost, tier, use",0.9357124919676222
EV1660,EV Scooter,TVS iQube,3,"Customer support over phone is helpful and resolves issues quickly. Highway charging stops are rare, long distance travel is a nightmare.",2,"Topic 2: feel, quality, range, support, quality feel",0.4902883990260888
EV1661,EV Car,Tesla Model 3,3,"Battery replacement cost is almost half the price of the vehicle, very concerning.",0,"Topic 0: cost, battery, replacement cost, replacement, city",0.9357121936164879
EV1662,EV Car,BYD Atto 3,5,"Love the app that shows nearby charging stations, very convenient feature. For daily commute the range is fine but long trips are stressful because of low range. Noise levels are impressively low, riding experience is very smooth and quiet.",0,"Topic 0: cost, battery, replacement cost, replacement, city",0.3711870882837155
EV1663,EV Car,MG ZS EV,4,Service center staff are not well trained to handle EV specific issues. The vehicle has good crash test ratings which reassured my purchase decision.,5,"Topic 5: battery, center, service center, service, safety",0.5296213378774997
EV1664,EV Car,Hyundai Kona,4,"Storage space under the seat is very limited, not practical for daily use.",3,"Topic 3: safety, use, highway, part, feature",0.9357135200179632
EV1665,EV Car,MG ZS EV,4,The battery warranty of 100 years gives me confidence in long term reliability. Contributing to a cleaner city is a big motivation behind going electric.,0,"Topic 0: cost, battery, replacement cost, replacement, city",0.5478849520320623
EV1666,EV Car,BYD Atto 3,4,"Storage space under the seat is very limited, not practical for daily use. Stability control on wet roads is impressive and inspires confidence.",3,"Topic 3: safety, use, highway, part, feature",0.49423215766255013
EV1667,EV Car,MG ZS EV,4,"Bluetooth connectivity drops frequently while riding, very frustrating.",8,"Topic 8: range, drop, defeat purpose, energy, energy used",0.9249997227808245
EV1668,EV Car,BYD Atto 3,5,"After sales support has been excellent, quick response and doorstep service. Build materials feel sturdy but the design is a bit too plain compared to rivals.",6,"Topic 6: charging, battery, almost, tier, use",0.48952727036932026
EV1669,EV Car,Tata Nexon EV,4,Top speed is decent for city use but not enough for highway cruising. The upfront price is high but government subsidy makes it affordable. Concerned about environmental impact of battery disposal and recycling.,9,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",0.6024998777720432
EV1670,EV Car,Hyundai Kona,4,"The companion app keeps crashing, needs urgent software updates.",4,"Topic 4: software, month, year, battery, keep",0.943749216857566
EV1671,EV Car,MG ZS EV,3,Finding a working charging station in my city is still very difficult.,0,"Topic 0: cost, battery, replacement cost, replacement, city",0.9249982638755785
EV1672,EV Car,BYD Atto 3,5,"Braking system feels sharp and responsive, regenerative braking works well. Charging infrastructure in tier 2 and tier 3 cities is almost non-existent.",7,"Topic 7: braking, work, system, work well, well",0.5114041719252809
EV1673,EV Scooter,Ola S1,3,EV subsidy scheme in my state got delayed and the discount amount reduced suddenly.,4,"Topic 4: software, month, year, battery, keep",0.9499997911747503
EV1674,EV Scooter,Ampere Magnus,5,Switching to EV feels good knowing I'm reducing my carbon footprint. The vehicle has good crash test ratings which reassured my purchase decision.,9,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",0.4826086550288652
EV1675,EV Car,Tata Nexon EV,3,Battery range degrades faster than expected after just one year of use.,4,"Topic 4: software, month, year, battery, keep",0.9357083870557028
EV1676,EV Car,Tata Nexon EV,4,"Charging takes too long, almost 6 hours for a full charge at home. For daily commute the range is fine but long trips are stressful because of low range.",0,"Topic 0: cost, battery, replacement cost, replacement, city",0.5188146575575578
EV1677,EV Car,Mahindra XUV400,4,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat.",8,"Topic 8: range, drop, defeat purpose, energy, energy used",0.9549998187898763
EV1678,EV Car,MG ZS EV,5,Stability control on wet roads is impressive and inspires confidence.,0,"Topic 0: cost, battery, replacement cost, replacement, city",0.9357134461405903
EV1679,EV Car,Tata Nexon EV,5,Build quality feels premium and the ride is extremely comfortable.,2,"Topic 2: feel, quality, range, support, quality feel",0.9357133889511634
EV1680,EV Scooter,Hero Vida V1,5,Top speed is decent for city use but not enough for highway cruising.,3,"Topic 3: safety, use, highway, part, feature",0.9437487998405685
EV1681,EV Scooter,Ather 450X,3,"LED lighting and digital dashboard give it a premium, modern look.",0,"Topic 0: cost, battery, replacement cost, replacement, city",0.9437487547496393
EV1682,EV Car,BYD Atto 3,4,"Handling and stability at high speed feels very confident and safe. Build materials feel sturdy but the design is a bit too plain compared to rivals. Battery replacement cost is almost half the price of the vehicle, very concerning.",6,"Topic 6: charging, battery, almost, tier, use",0.4124102369106106
EV1683,EV Car,Mahindra XUV400,4,Loved the color options and the overall styling of the vehicle.,6,"Topic 6: charging, battery, almost, tier, use",0.9099999999467664
EV1684,EV Scooter,Bajaj Chetak,5,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat.",8,"Topic 8: range, drop, defeat purpose, energy, energy used",0.9549998187898763
EV1685,EV Car,MG ZS EV,4,"Loved the color options and the overall styling of the vehicle. Worried about battery degradation and replacement cost after warranty ends. Heard about a thermal runaway incident, this has shaken my trust in EV safety.",3,"Topic 3: safety, use, highway, part, feature",0.3735916753897384
EV1686,EV Car,MG ZS EV,4,"Noise levels are impressively low, riding experience is very smooth and quiet.",9,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",0.9437495979697851
EV1687,EV Scooter,TVS iQube,4,Total cost of ownership is great once you factor in low maintenance and fuel savings. Home charging setup was expensive and took weeks to install.,0,"Topic 0: cost, battery, replacement cost, replacement, city",0.5716343576517909
EV1688,EV Car,BYD Atto 3,4,Zero tailpipe emissions is the main reason I chose an electric vehicle.,6,"Topic 6: charging, battery, almost, tier, use",0.9249999999668123
EV1689,EV Car,Tesla Model 3,4,"Over the air software updates are a great feature, keeps improving over time.",6,"Topic 6: charging, battery, almost, tier, use",0.9437475492633663
EV1690,EV Scooter,Hero Vida V1,3,"Bluetooth connectivity drops frequently while riding, very frustrating.",8,"Topic 8: range, drop, defeat purpose, energy, energy used",0.9249997227808245
EV1691,EV Car,MG ZS EV,4,Loved the color options and the overall styling of the vehicle. For daily commute the range is fine but long trips are stressful because of low range.,0,"Topic 0: cost, battery, replacement cost, replacement, city",0.5926855382120504
EV1692,EV Car,Tesla Model 3,4,"Battery replacement cost is almost half the price of the vehicle, very concerning.",0,"Topic 0: cost, battery, replacement cost, replacement, city",0.9357121936164879
EV1693,EV Scooter,Hero Vida V1,4,"LED lighting and digital dashboard give it a premium, modern look. Switching to EV feels good knowing I'm reducing my carbon footprint.",0,"Topic 0: cost, battery, replacement cost, replacement, city",0.5193315145200609
EV1694,EV Scooter,Hero Vida V1,3,"Range drops badly in winter, I lost almost 30% range in cold weather.",8,"Topic 8: range, drop, defeat purpose, energy, energy used",0.949999084075917
EV1695,EV Scooter,Bajaj Chetak,3,Stability control on wet roads is impressive and inspires confidence. The design looks futuristic and attracts a lot of attention on the road.,0,"Topic 0: cost, battery, replacement cost, replacement, city",0.50849593924558
EV1696,EV Scooter,Ampere Magnus,5,"Smart key and app based lock features work flawlessly, very convenient. LED lighting and digital dashboard give it a premium, modern look. After sales support has been excellent, quick response and doorstep service.",9,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",0.3789403893844807
EV1697,EV Scooter,Ather 450X,5,"Emergency braking and collision alert systems work really well in traffic. No proper information on how battery degrades over time, company should be transparent.",7,"Topic 7: braking, work, system, work well, well",0.514208438315486
EV1698,EV Scooter,Ola S1,4,"Storage space under the seat is very limited, not practical for daily use.",3,"Topic 3: safety, use, highway, part, feature",0.9357135200179632
EV1699,EV Scooter,Bajaj Chetak,3,Switching to EV feels good knowing I'm reducing my carbon footprint. EV subsidy scheme in my state got delayed and the discount amount reduced suddenly. Touchscreen infotainment system lags and is not very intuitive to use.,4,"Topic 4: software, month, year, battery, keep",0.4379077933106139
EV1700,EV Car,Tesla Model 3,3,Software glitches caused the dashboard to freeze twice in a month.,4,"Topic 4: software, month, year, battery, keep",0.9357139367294343
EV1701,EV Scooter,Ola S1,5,Compact size makes it easy to park and maneuver in city traffic.,1,"Topic 1: range, system, genuinely, useful, genuinely useful",0.9437493609883884
EV1702,EV Scooter,Ola S1,5,Battery health dropped to 85% within 18 months of daily use.,6,"Topic 6: charging, battery, almost, tier, use",0.9357124919676222
EV1703,EV Car,Tesla Model 3,4,"Waiting time for service appointment is too long, more service centers needed.",9,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",0.9437476890044085
EV1704,EV Scooter,TVS iQube,3,"EV subsidy scheme in my state got delayed and the discount amount reduced suddenly. The real world range is much lower than advertised, I only get 15 km on a full charge.",4,"Topic 4: software, month, year, battery, keep",0.5761696476005199
EV1705,EV Scooter,Bajaj Chetak,3,Price after subsidy is still higher than a comparable petrol scooter.,9,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",0.9249989070612503
EV1706,EV Scooter,Bajaj Chetak,4,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat. Range anxiety is real, I plan every trip around charging stops now. Price after subsidy is still higher than a comparable petrol scooter.",8,"Topic 8: range, drop, defeat purpose, energy, energy used",0.47241005419027343
EV1707,EV Car,MG ZS EV,4,"The real world range is much lower than advertised, I only get 3 km on a full charge. Battery performance is stable even after two years of heavy usage.",6,"Topic 6: charging, battery, almost, tier, use",0.531216642525395
EV1708,EV Scooter,TVS iQube,3,"Interior quality feels cheap for the price point, needs improvement.",2,"Topic 2: feel, quality, range, support, quality feel",0.9437490829139897
EV1709,EV Car,Tesla Model 3,4,"The companion app keeps crashing, needs urgent software updates. Handling and stability at high speed feels very confident and safe.",4,"Topic 4: software, month, year, battery, keep",0.5206886644456867
EV1710,EV Scooter,TVS iQube,5,"LED lighting and digital dashboard give it a premium, modern look.",0,"Topic 0: cost, battery, replacement cost, replacement, city",0.9437487547496393
EV1711,EV Car,Hyundai Kona,4,"Customer support over phone is helpful and resolves issues quickly. Noise levels are impressively low, riding experience is very smooth and quiet.",9,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",0.520689692482641
EV1712,EV Car,Tesla Model 3,4,"Public chargers are often broken or occupied, need more charging stations urgently.",0,"Topic 0: cost, battery, replacement cost, replacement, city",0.9499990601920162
EV1713,EV Scooter,Hero Vida V1,3,Customer support over phone is helpful and resolves issues quickly.,2,"Topic 2: feel, quality, range, support, quality feel",0.9357138175418811
EV1714,EV Scooter,Ather 450X,4,"Smart key and app based lock features work flawlessly, very convenient.",9,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",0.9499989773125966
EV1715,EV Car,BYD Atto 3,4,"Range drops badly in winter, I lost almost 30% range in cold weather.",8,"Topic 8: range, drop, defeat purpose, energy, energy used",0.949999084075917
EV1716,EV Car,Mahindra XUV400,5,The design looks futuristic and attracts a lot of attention on the road.,2,"Topic 2: feel, quality, range, support, quality feel",0.9357136155060412
EV1717,EV Scooter,TVS iQube,4,"After sales support has been excellent, quick response and doorstep service.",2,"Topic 2: feel, quality, range, support, quality feel",0.9357136343261091
EV1718,EV Car,Hyundai Kona,4,"AC usage kills the range, on hot days I barely get half the claimed distance. Highway charging stops are rare, long distance travel is a nightmare. Acceleration is smooth and instant torque makes overtaking effortless.",8,"Topic 8: range, drop, defeat purpose, energy, energy used",0.6891116549671453
EV1719,EV Car,MG ZS EV,3,Software glitches caused the dashboard to freeze twice in a month. I'm always worried about running out of charge before reaching my destination.,4,"Topic 4: software, month, year, battery, keep",0.5467697921620219
EV1720,EV Scooter,Ather 450X,4,"Smart key and app based lock features work flawlessly, very convenient.",9,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",0.9499989773125966
EV1721,EV Scooter,Hero Vida V1,5,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat. Acceleration is smooth and instant torque makes overtaking effortless.",8,"Topic 8: range, drop, defeat purpose, energy, energy used",0.57878835597626
EV1722,EV Car,BYD Atto 3,4,"Worried about battery degradation and replacement cost after warranty ends. After sales support has been excellent, quick response and doorstep service.",2,"Topic 2: feel, quality, range, support, quality feel",0.48518493518376843
EV1723,EV Scooter,Hero Vida V1,5,Battery performance is stable even after two years of heavy usage.,6,"Topic 6: charging, battery, almost, tier, use",0.9357131926965875
EV1724,EV Car,Hyundai Kona,3,The design looks futuristic and attracts a lot of attention on the road.,2,"Topic 2: feel, quality, range, support, quality feel",0.9357136155060412
EV1725,EV Scooter,Ather 450X,3,"EV subsidy scheme in my state got delayed and the discount amount reduced suddenly. Read reports about battery fires, safety is my biggest concern before buying.",4,"Topic 4: software, month, year, battery, keep",0.5289959833514734
EV1726,EV Car,Hyundai Kona,4,Navigation system integrated with range prediction is genuinely useful.,1,"Topic 1: range, system, genuinely, useful, genuinely useful",0.9357135041670673
EV1727,EV Car,Mahindra XUV400,4,Touchscreen infotainment system lags and is not very intuitive to use. The vehicle has good crash test ratings which reassured my purchase decision.,9,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",0.48260872691973217
EV1728,EV Car,Tata Nexon EV,5,"Bluetooth connectivity drops frequently while riding, very frustrating.",8,"Topic 8: range, drop, defeat purpose, energy, energy used",0.9249997227808245
EV1729,EV Car,Tata Nexon EV,4,"Acceleration is smooth and instant torque makes overtaking effortless. The companion app keeps crashing, needs urgent software updates.",4,"Topic 4: software, month, year, battery, keep",0.9689650706285123
EV1730,EV Scooter,Ola S1,2,Price after subsidy is still higher than a comparable petrol scooter.,9,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",0.9249989070612503
EV1731,EV Scooter,TVS iQube,4,"There are very few authorized service centers, had to travel 120 km for repair.",5,"Topic 5: battery, center, service center, service, safety",0.9099990182384726
EV1732,EV Scooter,Ola S1,4,Fast charging network needs serious expansion on highways.,3,"Topic 3: safety, use, highway, part, feature",0.935712803955503
EV1733,EV Scooter,Ampere Magnus,4,Customer support over phone is helpful and resolves issues quickly.,2,"Topic 2: feel, quality, range, support, quality feel",0.9357138175418811
EV1734,EV Car,MG ZS EV,2,Emergency braking and collision alert systems work really well in traffic.,7,"Topic 7: braking, work, system, work well, well",0.9437497312130717
EV1735,EV Car,MG ZS EV,4,"Highway charging stops are rare, long distance travel is a nightmare.",8,"Topic 8: range, drop, defeat purpose, energy, energy used",0.943747950199783
EV1736,EV Car,Tata Nexon EV,5,"Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat. Touchscreen infotainment system lags and is not very intuitive to use.",8,"Topic 8: range, drop, defeat purpose, energy, energy used",0.9709673112851992
EV1737,EV Scooter,TVS iQube,3,"The companion app keeps crashing, needs urgent software updates. No proper information on how battery degrades over time, company should be transparent.",4,"Topic 4: software, month, year, battery, keep",0.5454297189402223
EV1738,EV Scooter,Ola S1,4,"Over the air software updates are a great feature, keeps improving over time.",6,"Topic 6: charging, battery, almost, tier, use",0.9437475492633663
EV1739,EV Car,MG ZS EV,4,"Battery replacement cost is almost half the price of the vehicle, very concerning. Build quality feels premium and the ride is extremely comfortable. Advanced safety features like ABS and traction control give peace of mind.",3,"Topic 3: safety, use, highway, part, feature",0.37746577243163776
EV1740,EV Car,Mahindra XUV400,4,"Smart key and app based lock features work flawlessly, very convenient.",9,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",0.9499989773125966
EV1741,EV Car,Hyundai Kona,4,Advanced safety features like ABS and traction control give peace of mind.,3,"Topic 3: safety, use, highway, part, feature",0.9499995847169762
EV1742,EV Scooter,Hero Vida V1,4,Customer support over phone is helpful and resolves issues quickly.,2,"Topic 2: feel, quality, range, support, quality feel",0.9357138175418811
EV1743,EV Scooter,Bajaj Chetak,4,"Read reports about battery fires, safety is my biggest concern before buying.",5,"Topic 5: battery, center, service center, service, safety",0.9437495112624689
EV1744,EV Scooter,Bajaj Chetak,3,Contributing to a cleaner city is a big motivation behind going electric.,0,"Topic 0: cost, battery, replacement cost, replacement, city",0.9357138471250149
EV1745,EV Scooter,Ampere Magnus,5,"No proper information on how battery degrades over time, company should be transparent. Charging infrastructure in tier 2 and tier 3 cities is almost non-existent.",6,"Topic 6: charging, battery, almost, tier, use",0.5377241813417472
EV1746,EV Car,BYD Atto 3,4,"Over the air software updates are a great feature, keeps improving over time.",6,"Topic 6: charging, battery, almost, tier, use",0.9437475492633663
EV1747,EV Scooter,Bajaj Chetak,4,"Concerned about environmental impact of battery disposal and recycling. Storage space under the seat is very limited, not practical for daily use.",3,"Topic 3: safety, use, highway, part, feature",0.5239996096379649
EV1748,EV Car,Tata Nexon EV,4,"No proper information on how battery degrades over time, company should be transparent.",5,"Topic 5: battery, center, service center, service, safety",0.9357136577255175
EV1749,EV Car,Mahindra XUV400,3,Price after subsidy is still higher than a comparable petrol scooter.,9,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",0.9249989070612503
EV1750,EV Scooter,TVS iQube,4,"Highway charging stops are rare, long distance travel is a nightmare. I'm always worried about running out of charge before reaching my destination.",8,"Topic 8: range, drop, defeat purpose, energy, energy used",0.5430037651389937
EV1751,EV Scooter,Ola S1,5,"AC usage kills the range, on hot days I barely get half the claimed distance.",8,"Topic 8: range, drop, defeat purpose, energy, energy used",0.9499992726449596
EV1752,EV Car,Hyundai Kona,4,Contributing to a cleaner city is a big motivation behind going electric.,0,"Topic 0: cost, battery, replacement cost, replacement, city",0.9357138471250149
EV1753,EV Scooter,Hero Vida V1,4,Compact size makes it easy to park and maneuver in city traffic.,1,"Topic 1: range, system, genuinely, useful, genuinely useful",0.9437493609883884
EV1754,EV Car,Tesla Model 3,4,Insurance premium for EV is surprisingly high compared to petrol vehicles. The vehicle has good crash test ratings which reassured my purchase decision.,9,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",0.5318897339178744
EV1755,EV Scooter,Ather 450X,3,"Range drops badly in winter, I lost almost 30% range in cold weather.",8,"Topic 8: range, drop, defeat purpose, energy, energy used",0.949999084075917
EV1756,EV Car,MG ZS EV,4,Home charging setup was expensive and took weeks to install.,5,"Topic 5: battery, center, service center, service, safety",0.935713411107298
EV1757,EV Scooter,Bajaj Chetak,4,Navigation system integrated with range prediction is genuinely useful.,1,"Topic 1: range, system, genuinely, useful, genuinely useful",0.9357135041670673
EV1758,EV Scooter,Ampere Magnus,3,Total cost of ownership is great once you factor in low maintenance and fuel savings.,0,"Topic 0: cost, battery, replacement cost, replacement, city",0.9499989422719604
EV1759,EV Scooter,Ampere Magnus,3,EV subsidy scheme in my state got delayed and the discount amount reduced suddenly.,4,"Topic 4: software, month, year, battery, keep",0.9499997911747503
EV1760,EV Scooter,Ampere Magnus,2,"Concerned about environmental impact of battery disposal and recycling. The companion app keeps crashing, needs urgent software updates.",4,"Topic 4: software, month, year, battery, keep",0.5646700526772738
EV1761,EV Scooter,Hero Vida V1,3,"Spare parts availability is a major issue, waited a month for a replacement part.",3,"Topic 3: safety, use, highway, part, feature",0.9499992060228337
EV1762,EV Car,BYD Atto 3,4,"Charging takes too long, almost 6 hours for a full charge at home.",6,"Topic 6: charging, battery, almost, tier, use",0.9437476402111513
EV1763,EV Car,Hyundai Kona,4,"Emergency braking and collision alert systems work really well in traffic. Touchscreen infotainment system lags and is not very intuitive to use. Braking system feels sharp and responsive, regenerative braking works well.",7,"Topic 7: braking, work, system, work well, well",0.748646533976516
EV1764,EV Scooter,Ather 450X,5,"Switching to EV feels good knowing I'm reducing my carbon footprint. Waiting time for service appointment is too long, more service centers needed.",9,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",0.5310698387417354
EV1765,EV Scooter,Ampere Magnus,4,"Had a great experience with the service team, they explained everything clearly.",4,"Topic 4: software, month, year, battery, keep",0.9357124482698551
EV1766,EV Car,Hyundai Kona,4,Advanced safety features like ABS and traction control give peace of mind.,3,"Topic 3: safety, use, highway, part, feature",0.9499995847169762
EV1767,EV Scooter,TVS iQube,4,Service center staff are not well trained to handle EV specific issues. Switching to EV feels good knowing I'm reducing my carbon footprint.,5,"Topic 5: battery, center, service center, service, safety",0.5364529921815299
EV1768,EV Car,BYD Atto 3,4,"No proper information on how battery degrades over time, company should be transparent. There are very few authorized service centers, had to travel 15 km for repair.",5,"Topic 5: battery, center, service center, service, safety",0.9608691654268336
EV1769,EV Car,BYD Atto 3,4,"Battery replacement cost is almost half the price of the vehicle, very concerning. Contributing to a cleaner city is a big motivation behind going electric.",0,"Topic 0: cost, battery, replacement cost, replacement, city",0.9666660364716756
EV1770,EV Scooter,Ather 450X,3,Concerned about environmental impact of battery disposal and recycling.,9,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",0.9249986153687703
EV1771,EV Car,Tesla Model 3,3,"Battery replacement cost is almost half the price of the vehicle, very concerning. Bluetooth connectivity drops frequently while riding, very frustrating.",0,"Topic 0: cost, battery, replacement cost, replacement, city",0.48989805164653927
EV1772,EV Scooter,Bajaj Chetak,4,Touchscreen infotainment system lags and is not very intuitive to use.,8,"Topic 8: range, drop, defeat purpose, energy, energy used",0.9249973695171285
EV1773,EV Car,BYD Atto 3,4,"Bluetooth connectivity drops frequently while riding, very frustrating.",8,"Topic 8: range, drop, defeat purpose, energy, energy used",0.9249997227808245
EV1774,EV Scooter,Ampere Magnus,4,"Braking system feels sharp and responsive, regenerative braking works well. Loved the color options and the overall styling of the vehicle.",7,"Topic 7: braking, work, system, work well, well",0.6279740167752946
EV1775,EV Scooter,TVS iQube,5,"Smart key and app based lock features work flawlessly, very convenient.",9,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",0.9499989773125966
EV1776,EV Car,Tesla Model 3,5,The battery warranty of 20 years gives me confidence in long term reliability.,4,"Topic 4: software, month, year, battery, keep",0.9437480073525252
EV1777,EV Car,Tesla Model 3,5,The design looks futuristic and attracts a lot of attention on the road.,2,"Topic 2: feel, quality, range, support, quality feel",0.9357136155060412
EV1778,EV Car,Tesla Model 3,4,"After sales support has been excellent, quick response and doorstep service.",2,"Topic 2: feel, quality, range, support, quality feel",0.9357136343261091
EV1779,EV Car,Tata Nexon EV,3,"Range drops badly in winter, I lost almost 30% range in cold weather. Running cost is much lower than petrol, saving a lot on fuel every month.",8,"Topic 8: range, drop, defeat purpose, energy, energy used",0.4914398386191209
EV1780,EV Car,BYD Atto 3,5,Home charging setup was expensive and took weeks to install.,5,"Topic 5: battery, center, service center, service, safety",0.935713411107298
EV1781,EV Scooter,TVS iQube,5,"Had a great experience with the service team, they explained everything clearly.",4,"Topic 4: software, month, year, battery, keep",0.9357124482698551
EV1782,EV Scooter,Hero Vida V1,4,"Charging takes too long, almost 6 hours for a full charge at home.",6,"Topic 6: charging, battery, almost, tier, use",0.9437476402111513
EV1783,EV Car,Mahindra XUV400,4,"There are very few authorized service centers, had to travel 15 km for repair. Switching to EV feels good knowing I'm reducing my carbon footprint.",2,"Topic 2: feel, quality, range, support, quality feel",0.5478968536737456
EV1784,EV Scooter,Ather 450X,3,"Highway charging stops are rare, long distance travel is a nightmare. Battery health dropped to 85% within 18 months of daily use.",8,"Topic 8: range, drop, defeat purpose, energy, energy used",0.49479944617980753
EV1785,EV Car,Mahindra XUV400,4,"Charging infrastructure in tier 2 and tier 3 cities is almost non-existent. Switching to EV feels good knowing I'm reducing my carbon footprint. Spare parts availability is a major issue, waited a month for a replacement part.",3,"Topic 3: safety, use, highway, part, feature",0.3857544892320192
EV1786,EV Car,Tesla Model 3,5,"Waiting time for service appointment is too long, more service centers needed. The battery warranty of 300 years gives me confidence in long term reliability.",9,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",0.48772190337961113
EV1787,EV Car,BYD Atto 3,5,Compact size makes it easy to park and maneuver in city traffic. Fast charging network needs serious expansion on highways.,1,"Topic 1: range, system, genuinely, useful, genuinely useful",0.5097971372084497
EV1788,EV Car,Mahindra XUV400,3,"Noise levels are impressively low, riding experience is very smooth and quiet. Service center staff are not well trained to handle EV specific issues.",9,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",0.5194160902346071
EV1789,EV Car,Hyundai Kona,4,"Waiting time for service appointment is too long, more service centers needed.",9,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",0.9437476890044085
EV1790,EV Car,MG ZS EV,4,"Waiting time for service appointment is too long, more service centers needed. Build materials feel sturdy but the design is a bit too plain compared to rivals. Love the app that shows nearby charging stations, very convenient feature.",6,"Topic 6: charging, battery, almost, tier, use",0.6701737347290189
EV1791,EV Scooter,Ola S1,3,"Claimed range of 80 km is misleading, actual range is way less in city traffic.",2,"Topic 2: feel, quality, range, support, quality feel",0.9499974069039536
EV1792,EV Car,Mahindra XUV400,5,Navigation system integrated with range prediction is genuinely useful.,1,"Topic 1: range, system, genuinely, useful, genuinely useful",0.9357135041670673
EV1793,EV Scooter,Ola S1,4,Acceleration is smooth and instant torque makes overtaking effortless.,4,"Topic 4: software, month, year, battery, keep",0.9357133527421988
EV1794,EV Scooter,Ola S1,4,"Read reports about battery fires, safety is my biggest concern before buying.",5,"Topic 5: battery, center, service center, service, safety",0.9437495112624689
EV1795,EV Car,Tata Nexon EV,3,"The real world range is much lower than advertised, I only get 150 km on a full charge. Software glitches caused the dashboard to freeze twice in a month.",4,"Topic 4: software, month, year, battery, keep",0.5092643823001325
EV1796,EV Car,Tata Nexon EV,4,Charging infrastructure in tier 2 and tier 3 cities is almost non-existent.,6,"Topic 6: charging, battery, almost, tier, use",0.9437484930362834
EV1797,EV Car,BYD Atto 3,4,"The companion app keeps crashing, needs urgent software updates. Price after subsidy is still higher than a comparable petrol scooter.",4,"Topic 4: software, month, year, battery, keep",0.5828239993174049
EV1798,EV Scooter,TVS iQube,4,"Concerned about environmental impact of battery disposal and recycling. Read reports about battery fires, safety is my biggest concern before buying. Worried about battery degradation and replacement cost after warranty ends.",5,"Topic 5: battery, center, service center, service, safety",0.4091463300904316
EV1799,EV Car,Hyundai Kona,3,"Battery replacement cost is almost half the price of the vehicle, very concerning.",0,"Topic 0: cost, battery, replacement cost, replacement, city",0.9357121936164879
EV1800,EV Car,Tesla Model 3,4,Navigation system integrated with range prediction is genuinely useful. The upfront price is high but government subsidy makes it affordable.,1,"Topic 1: range, system, genuinely, useful, genuinely useful",0.5391272057170492
EV1801,EV Car,Tata Nexon EV,4,"The companion app keeps crashing, needs urgent software updates. Finding a working charging station in my city is still very difficult.",4,"Topic 4: software, month, year, battery, keep",0.5470524687236837
