review_id,source,product_type,brand,region,date,rating,feedback_text,_true_themes,clean_text_classical,clean_text_bert,lda_topic,lda_topic_confidence,lda_topic_label,nmf_topic,nmf_topic_confidence,nmf_topic_label,bert_topic,bert_topic_confidence,bert_topic_label
EV1745,Customer Support,EV Scooter,Ampere Magnus,Central,8/29/2024,5,"No proper information on how battery degrades over time, company should be transparent. Charging infrastructure in tier 2 and tier 3 cities is almost non-existent.","Battery Life & Degradation, Charging Infrastructure",proper information battery degrades time company transparent charging infrastructure tier tier city almost non existent,"No proper information on how battery degrades over time, company should be transparent. Charging infrastructure in tier 2 and tier 3 cities is almost non-existent.",6,0.537724181,"Topic 6: charging, battery, almost, tier, use",8,0.032407797,"Topic 8: service, service center, center, appointment long, center needed",1,0.21048447959058916,"Topic 1: range, transparent, proper, time company, proper information, battery degrades"
EV1746,Marketplace Review,EV Car,BYD Atto 3,East,4/9/2024,4,"Over the air software updates are a great feature, keeps improving over time.",Software & Connectivity,air software update great feature keep improving time,"Over the air software updates are a great feature, keeps improving over time.",6,0.943747549,"Topic 6: charging, battery, almost, tier, use",6,0.188636444,"Topic 6: app, keep, update, software update, need",5,1.0,"Topic 5: air software, improving, great feature, keeps improving, updates great, improving time"
EV1747,Survey,EV Scooter,Bajaj Chetak,Central,4/21/2024,4,"Concerned about environmental impact of battery disposal and recycling. Storage space under the seat is very limited, not practical for daily use.","Environmental Impact, Design & Aesthetics",concerned environmental impact battery disposal recycling storage space seat limited practical daily use,"Concerned about environmental impact of battery disposal and recycling. Storage space under the seat is very limited, not practical for daily use.",3,0.52399961,"Topic 3: safety, use, highway, part, feature",5,0.283158325,"Topic 5: battery disposal, disposal recycling, concerned, environmental impact, environmental",12,1.0,"Topic 12: battery disposal, environmental, disposal, disposal recycling, concerned, concerned environmental"
EV1748,Social Media,EV Car,Tata Nexon EV,South,1/1/2024,4,"No proper information on how battery degrades over time, company should be transparent.",Battery Life & Degradation,proper information battery degrades time company transparent,"No proper information on how battery degrades over time, company should be transparent.",5,0.935713658,"Topic 5: battery, center, service center, service, safety",8,0.052935026,"Topic 8: service, service center, center, appointment long, center needed",1,0.2073120376803341,"Topic 1: range, transparent, proper, time company, proper information, battery degrades"
EV1749,Customer Support,EV Car,Mahindra XUV400,West,4/2/2025,3,Price after subsidy is still higher than a comparable petrol scooter.,Price & Subsidy,price subsidy higher comparable petrol scooter,Price after subsidy is still higher than a comparable petrol scooter.,9,0.924998907,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",0,0.029697944,"Topic 0: cost, replacement cost, replacement, price, battery",6,0.005804203241733955,"Topic 6: coal, defeats purpose, defeats, coal region, comes coal, comes"
EV1750,Customer Support,EV Scooter,TVS iQube,West,12/18/2024,4,"Highway charging stops are rare, long distance travel is a nightmare. I'm always worried about running out of charge before reaching my destination.","Charging Infrastructure, Range Anxiety",highway charging stop rare long distance travel nightmare always worried running charge reaching destination,"Highway charging stops are rare, long distance travel is a nightmare. I'm always worried about running out of charge before reaching my destination.",8,0.543003765,"Topic 8: range, drop, defeat purpose, energy, energy used",8,0.049641052,"Topic 8: service, service center, center, appointment long, center needed",15,1.0,"Topic 15: highway, discount, ev subsidy, delayed discount, subsidy scheme, state got"
EV1751,Customer Support,EV Scooter,Ola S1,Central,2/24/2024,5,"AC usage kills the range, on hot days I barely get half the claimed distance.",Range Anxiety,usage kill range hot day barely half claimed distance,"AC usage kills the range, on hot days I barely get half the claimed distance.",8,0.949999273,"Topic 8: range, drop, defeat purpose, energy, energy used",0,0.01816458,"Topic 0: cost, replacement cost, replacement, price, battery",4,1.0,"Topic 4: big motivation, big, motivation going, motivation, contributing, going"
EV1752,Survey,EV Car,Hyundai Kona,South,3/18/2025,4,Contributing to a cleaner city is a big motivation behind going electric.,Environmental Impact,contributing cleaner city big motivation behind going,Contributing to a cleaner city is a big motivation behind going electric.,0,0.935713847,"Topic 0: cost, battery, replacement cost, replacement, city",0,0.025499456,"Topic 0: cost, replacement cost, replacement, price, battery",4,0.19760206100822963,"Topic 4: big motivation, big, motivation going, motivation, contributing, going"
EV1753,Marketplace Review,EV Scooter,Hero Vida V1,West,1/25/2025,4,Compact size makes it easy to park and maneuver in city traffic.,Design & Aesthetics,compact size make easy park maneuver city traffic,Compact size makes it easy to park and maneuver in city traffic.,1,0.943749361,"Topic 1: range, system, genuinely, useful, genuinely useful",0,0.030857381,"Topic 0: cost, replacement cost, replacement, price, battery",2,0.09142750350615704,"Topic 2: makes, high, size makes, park, easy, maneuver"
EV1754,Social Media,EV Car,Tesla Model 3,West,5/22/2024,4,Insurance premium for EV is surprisingly high compared to petrol vehicles. The vehicle has good crash test ratings which reassured my purchase decision.,"Price & Subsidy, Safety Features",insurance premium surprisingly high compared petrol crash test rating reassured purchase decision,Insurance premium for EV is surprisingly high compared to petrol vehicles. The vehicle has good crash test ratings which reassured my purchase decision.,9,0.531889734,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",9,0.083574953,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",16,1.0,"Topic 16: tier, surprisingly, surprisingly high, compared petrol, insurance premium, insurance"
EV1755,Customer Support,EV Scooter,Ather 450X,South,5/17/2024,3,"Range drops badly in winter, I lost almost 30% range in cold weather.",Range Anxiety,range drop badly winter lost almost range cold weather,"Range drops badly in winter, I lost almost 30% range in cold weather.",8,0.949999084,"Topic 8: range, drop, defeat purpose, energy, energy used",7,0.062578708,"Topic 7: riding, low, smooth, level, impressively",23,1.0,"Topic 23: 30 range, badly, badly winter, cold weather, drops badly, cold"
EV1756,Marketplace Review,EV Car,MG ZS EV,West,5/19/2024,4,Home charging setup was expensive and took weeks to install.,Charging Infrastructure,home charging setup expensive took week install,Home charging setup was expensive and took weeks to install.,5,0.935713411,"Topic 5: battery, center, service center, service, safety",5,0.034397189,"Topic 5: battery disposal, disposal recycling, concerned, environmental impact, environmental",11,1.0,"Topic 11: home, bluetooth, riding frustrating, connectivity, bluetooth connectivity, drops frequently"
EV1757,Marketplace Review,EV Scooter,Bajaj Chetak,Central,7/3/2024,4,Navigation system integrated with range prediction is genuinely useful.,Software & Connectivity,navigation system integrated range prediction genuinely useful,Navigation system integrated with range prediction is genuinely useful.,1,0.935713504,"Topic 1: range, system, genuinely, useful, genuinely useful",7,0.077765455,"Topic 7: riding, low, smooth, level, impressively",8,0.029212149680110256,"Topic 8: vehicle good, test ratings, test, purchase decision, ratings, ratings reassured"
EV1758,Marketplace Review,EV Scooter,Ampere Magnus,West,12/29/2024,3,Total cost of ownership is great once you factor in low maintenance and fuel savings.,Price & Subsidy,total cost ownership great factor low maintenance fuel saving,Total cost of ownership is great once you factor in low maintenance and fuel savings.,0,0.949998942,"Topic 0: cost, battery, replacement cost, replacement, city",7,0.056445734,"Topic 7: riding, low, smooth, level, impressively",3,1.0,"Topic 3: low, stability control, control wet, impressive, impressive inspires, wet"
EV1759,Survey,EV Scooter,Ampere Magnus,Central,5/25/2025,3,EV subsidy scheme in my state got delayed and the discount amount reduced suddenly.,Price & Subsidy,subsidy scheme state got delayed discount amount reduced suddenly,EV subsidy scheme in my state got delayed and the discount amount reduced suddenly.,4,0.949999791,"Topic 4: software, month, year, battery, keep",8,0.01521382,"Topic 8: service, service center, center, appointment long, center needed",15,1.0,"Topic 15: highway, discount, ev subsidy, delayed discount, subsidy scheme, state got"
EV1760,Customer Support,EV Scooter,Ampere Magnus,North,2/8/2024,2,"Concerned about environmental impact of battery disposal and recycling. The companion app keeps crashing, needs urgent software updates.","Environmental Impact, Software & Connectivity",concerned environmental impact battery disposal recycling companion app keep crashing need urgent software update,"Concerned about environmental impact of battery disposal and recycling. The companion app keeps crashing, needs urgent software updates.",4,0.564670053,"Topic 4: software, month, year, battery, keep",6,0.295546567,"Topic 6: app, keep, update, software update, need",17,1.0,"Topic 17: app keeps, crashing, crashing needs, companion app, companion, urgent software"
EV1761,Survey,EV Scooter,Hero Vida V1,South,6/23/2025,3,"Spare parts availability is a major issue, waited a month for a replacement part.",Service & After-Sales,spare part availability major issue waited month replacement part,"Spare parts availability is a major issue, waited a month for a replacement part.",3,0.949999206,"Topic 3: safety, use, highway, part, feature",9,0.022143653,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0,0.19201428116808925,"Topic 0: collision, systems, braking collision, collision alert, systems work, really traffic"
EV1762,Survey,EV Car,BYD Atto 3,South,4/28/2025,4,"Charging takes too long, almost 6 hours for a full charge at home.",Charging Infrastructure,charging take long almost hour full charge home,"Charging takes too long, almost 6 hours for a full charge at home.",6,0.94374764,"Topic 6: charging, battery, almost, tier, use",1,0.04253604,"Topic 1: charge come, defeat purpose, defeat, come mostly, come",11,0.010375253001710672,"Topic 11: home, bluetooth, riding frustrating, connectivity, bluetooth connectivity, drops frequently"
EV1763,Survey,EV Car,Hyundai Kona,West,4/9/2025,4,"Emergency braking and collision alert systems work really well in traffic. Touchscreen infotainment system lags and is not very intuitive to use. Braking system feels sharp and responsive, regenerative braking works well.","Safety Features, Software & Connectivity, Performance & Ride Quality",emergency braking collision alert system work well traffic touchscreen infotainment system lag intuitive use braking system feel sharp responsive regenerative braking work well,"Emergency braking and collision alert systems work really well in traffic. Touchscreen infotainment system lags and is not very intuitive to use. Braking system feels sharp and responsive, regenerative braking works well.",7,0.748646534,"Topic 7: braking, work, system, work well, well",2,0.403116454,"Topic 2: braking, system, work well, work, well",0,0.015230560982120432,"Topic 0: collision, systems, braking collision, collision alert, systems work, really traffic"
EV1764,Survey,EV Scooter,Ather 450X,Central,11/7/2024,5,"Switching to EV feels good knowing I'm reducing my carbon footprint. Waiting time for service appointment is too long, more service centers needed.","Environmental Impact, Service & After-Sales",switching feel knowing reducing carbon footprint waiting time service appointment long service center needed,"Switching to EV feels good knowing I'm reducing my carbon footprint. Waiting time for service appointment is too long, more service centers needed.",9,0.531069839,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",8,0.333374294,"Topic 8: service, service center, center, appointment long, center needed",7,1.0,"Topic 7: ev, good knowing, knowing, feels good, carbon footprint, knowing reducing"
EV1765,Social Media,EV Scooter,Ampere Magnus,Central,2/22/2024,4,"Had a great experience with the service team, they explained everything clearly.",Service & After-Sales,great experience service team explained everything clearly,"Had a great experience with the service team, they explained everything clearly.",4,0.935712448,"Topic 4: software, month, year, battery, keep",8,0.103109565,"Topic 8: service, service center, center, appointment long, center needed",8,1.0,"Topic 8: vehicle good, test ratings, test, purchase decision, ratings, ratings reassured"
EV1766,Marketplace Review,EV Car,Hyundai Kona,North,5/9/2024,4,Advanced safety features like ABS and traction control give peace of mind.,Safety Features,advanced safety feature ab traction control give peace mind,Advanced safety features like ABS and traction control give peace of mind.,3,0.949999585,"Topic 3: safety, use, highway, part, feature",3,0.403444493,"Topic 3: ab, ab traction, control give, traction, traction control",10,0.0014969088287797453,"Topic 10: battery replacement, cost half, half price, concerning, price vehicle, vehicle concerning"
EV1767,Social Media,EV Scooter,TVS iQube,Central,10/14/2024,4,Service center staff are not well trained to handle EV specific issues. Switching to EV feels good knowing I'm reducing my carbon footprint.,"Service & After-Sales, Environmental Impact",service center staff well trained handle specific issue switching feel knowing reducing carbon footprint,Service center staff are not well trained to handle EV specific issues. Switching to EV feels good knowing I'm reducing my carbon footprint.,5,0.536452992,"Topic 5: battery, center, service center, service, safety",8,0.269446307,"Topic 8: service, service center, center, appointment long, center needed",7,1.0,"Topic 7: ev, good knowing, knowing, feels good, carbon footprint, knowing reducing"
EV1768,Social Media,EV Car,BYD Atto 3,West,1/13/2025,4,"No proper information on how battery degrades over time, company should be transparent. There are very few authorized service centers, had to travel 15 km for repair.","Battery Life & Degradation, Service & After-Sales",proper information battery degrades time company transparent authorized service center travel repair,"No proper information on how battery degrades over time, company should be transparent. There are very few authorized service centers, had to travel 15 km for repair.",5,0.960869165,"Topic 5: battery, center, service center, service, safety",8,0.213846631,"Topic 8: service, service center, center, appointment long, center needed",1,0.2085901730668358,"Topic 1: range, transparent, proper, time company, proper information, battery degrades"
EV1769,Survey,EV Car,BYD Atto 3,East,3/27/2024,4,"Battery replacement cost is almost half the price of the vehicle, very concerning. Contributing to a cleaner city is a big motivation behind going electric.","Battery Life & Degradation, Environmental Impact",battery replacement cost almost half price concerning contributing cleaner city big motivation behind going,"Battery replacement cost is almost half the price of the vehicle, very concerning. Contributing to a cleaner city is a big motivation behind going electric.",0,0.966666036,"Topic 0: cost, battery, replacement cost, replacement, city",0,0.091167814,"Topic 0: cost, replacement cost, replacement, price, battery",10,1.0,"Topic 10: battery replacement, cost half, half price, concerning, price vehicle, vehicle concerning"
EV1770,Marketplace Review,EV Scooter,Ather 450X,South,8/3/2024,3,Concerned about environmental impact of battery disposal and recycling.,Environmental Impact,concerned environmental impact battery disposal recycling,Concerned about environmental impact of battery disposal and recycling.,9,0.924998615,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",5,0.435865403,"Topic 5: battery disposal, disposal recycling, concerned, environmental impact, environmental",12,1.0,"Topic 12: battery disposal, environmental, disposal, disposal recycling, concerned, concerned environmental"
EV1771,Customer Support,EV Car,Tesla Model 3,North,2/23/2024,3,"Battery replacement cost is almost half the price of the vehicle, very concerning. Bluetooth connectivity drops frequently while riding, very frustrating.","Battery Life & Degradation, Software & Connectivity",battery replacement cost almost half price concerning bluetooth connectivity drop frequently riding frustrating,"Battery replacement cost is almost half the price of the vehicle, very concerning. Bluetooth connectivity drops frequently while riding, very frustrating.",0,0.489898052,"Topic 0: cost, battery, replacement cost, replacement, city",0,0.075625832,"Topic 0: cost, replacement cost, replacement, price, battery",10,1.0,"Topic 10: battery replacement, cost half, half price, concerning, price vehicle, vehicle concerning"
EV1772,Social Media,EV Scooter,Bajaj Chetak,West,2/3/2025,4,Touchscreen infotainment system lags and is not very intuitive to use.,Software & Connectivity,touchscreen infotainment system lag intuitive use,Touchscreen infotainment system lags and is not very intuitive to use.,8,0.92499737,"Topic 8: range, drop, defeat purpose, energy, energy used",2,0.072613133,"Topic 2: braking, system, work well, work, well",18,1.0,"Topic 18: infotainment, infotainment lags, touchscreen, touchscreen infotainment, lags intuitive, lags"
EV1773,Marketplace Review,EV Car,BYD Atto 3,North,10/22/2024,4,"Bluetooth connectivity drops frequently while riding, very frustrating.",Software & Connectivity,bluetooth connectivity drop frequently riding frustrating,"Bluetooth connectivity drops frequently while riding, very frustrating.",8,0.924999723,"Topic 8: range, drop, defeat purpose, energy, energy used",7,0.103162611,"Topic 7: riding, low, smooth, level, impressively",11,1.0,"Topic 11: home, bluetooth, riding frustrating, connectivity, bluetooth connectivity, drops frequently"
EV1774,Survey,EV Scooter,Ampere Magnus,North,6/28/2025,4,"Braking system feels sharp and responsive, regenerative braking works well. Loved the color options and the overall styling of the vehicle.","Performance & Ride Quality, Design & Aesthetics",braking system feel sharp responsive regenerative braking work well loved color option overall styling,"Braking system feels sharp and responsive, regenerative braking works well. Loved the color options and the overall styling of the vehicle.",7,0.627974017,"Topic 7: braking, work, system, work well, well",2,0.293651731,"Topic 2: braking, system, work well, work, well",24,1.0,"Topic 24: braking, braking feels, braking works, responsive, regenerative braking, responsive regenerative"
EV1775,Survey,EV Scooter,TVS iQube,East,2/4/2025,5,"Smart key and app based lock features work flawlessly, very convenient.",Software & Connectivity,smart key app based lock feature work flawlessly convenient,"Smart key and app based lock features work flawlessly, very convenient.",9,0.949998977,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",6,0.203971773,"Topic 6: app, keep, update, software update, need",22,1.0,"Topic 22: app based, based, based lock, features work, flawlessly, flawlessly convenient"
EV1776,Social Media,EV Car,Tesla Model 3,Central,12/11/2024,5,The battery warranty of 20 years gives me confidence in long term reliability.,Battery Life & Degradation,battery warranty year give confidence long term reliability,The battery warranty of 20 years gives me confidence in long term reliability.,4,0.943748007,"Topic 4: software, month, year, battery, keep",8,0.048653052,"Topic 8: service, service center, center, appointment long, center needed",4,1.0,"Topic 4: big motivation, big, motivation going, motivation, contributing, going"
EV1777,Survey,EV Car,Tesla Model 3,North,1/13/2024,5,The design looks futuristic and attracts a lot of attention on the road.,Design & Aesthetics,design look futuristic attracts lot attention road,The design looks futuristic and attracts a lot of attention on the road.,2,0.935713616,"Topic 2: feel, quality, range, support, quality feel",7,0.037911005,"Topic 7: riding, low, smooth, level, impressively",9,1.0,"Topic 9: lot, better, expected, attracts lot, attracts, looks futuristic"
EV1778,Marketplace Review,EV Car,Tesla Model 3,East,8/12/2024,4,"After sales support has been excellent, quick response and doorstep service.",Service & After-Sales,sale support excellent quick response doorstep service,"After sales support has been excellent, quick response and doorstep service.",2,0.935713634,"Topic 2: feel, quality, range, support, quality feel",8,0.11298738,"Topic 8: service, service center, center, appointment long, center needed",21,1.0,"Topic 21: cost warranty, battery degradation, warranty ends, ends, degradation replacement, worried battery"
EV1779,Survey,EV Car,Tata Nexon EV,Central,4/4/2024,3,"Range drops badly in winter, I lost almost 30% range in cold weather. Running cost is much lower than petrol, saving a lot on fuel every month.","Range Anxiety, Price & Subsidy",range drop badly winter lost almost range cold weather running cost lower petrol saving lot fuel every month,"Range drops badly in winter, I lost almost 30% range in cold weather. Running cost is much lower than petrol, saving a lot on fuel every month.",8,0.491439839,"Topic 8: range, drop, defeat purpose, energy, energy used",0,0.045575183,"Topic 0: cost, replacement cost, replacement, price, battery",23,1.0,"Topic 23: 30 range, badly, badly winter, cold weather, drops badly, cold"
EV1780,Social Media,EV Car,BYD Atto 3,West,7/8/2024,5,Home charging setup was expensive and took weeks to install.,Charging Infrastructure,home charging setup expensive took week install,Home charging setup was expensive and took weeks to install.,5,0.935713411,"Topic 5: battery, center, service center, service, safety",5,0.034397189,"Topic 5: battery disposal, disposal recycling, concerned, environmental impact, environmental",11,1.0,"Topic 11: home, bluetooth, riding frustrating, connectivity, bluetooth connectivity, drops frequently"
EV1781,Marketplace Review,EV Scooter,TVS iQube,North,4/9/2025,5,"Had a great experience with the service team, they explained everything clearly.",Service & After-Sales,great experience service team explained everything clearly,"Had a great experience with the service team, they explained everything clearly.",4,0.935712448,"Topic 4: software, month, year, battery, keep",8,0.103109565,"Topic 8: service, service center, center, appointment long, center needed",8,1.0,"Topic 8: vehicle good, test ratings, test, purchase decision, ratings, ratings reassured"
EV1782,Customer Support,EV Scooter,Hero Vida V1,East,6/14/2024,4,"Charging takes too long, almost 6 hours for a full charge at home.",Charging Infrastructure,charging take long almost hour full charge home,"Charging takes too long, almost 6 hours for a full charge at home.",6,0.94374764,"Topic 6: charging, battery, almost, tier, use",1,0.04253604,"Topic 1: charge come, defeat purpose, defeat, come mostly, come",11,0.010359161683166269,"Topic 11: home, bluetooth, riding frustrating, connectivity, bluetooth connectivity, drops frequently"
EV1783,Marketplace Review,EV Car,Mahindra XUV400,East,3/2/2024,4,"There are very few authorized service centers, had to travel 15 km for repair. Switching to EV feels good knowing I'm reducing my carbon footprint.","Service & After-Sales, Environmental Impact",authorized service center travel repair switching feel knowing reducing carbon footprint,"There are very few authorized service centers, had to travel 15 km for repair. Switching to EV feels good knowing I'm reducing my carbon footprint.",2,0.547896854,"Topic 2: feel, quality, range, support, quality feel",8,0.232061445,"Topic 8: service, service center, center, appointment long, center needed",7,1.0,"Topic 7: ev, good knowing, knowing, feels good, carbon footprint, knowing reducing"
EV1784,Marketplace Review,EV Scooter,Ather 450X,South,5/18/2025,3,"Highway charging stops are rare, long distance travel is a nightmare. Battery health dropped to 85% within 18 months of daily use.","Charging Infrastructure, Battery Life & Degradation",highway charging stop rare long distance travel nightmare battery health dropped within month daily use,"Highway charging stops are rare, long distance travel is a nightmare. Battery health dropped to 85% within 18 months of daily use.",8,0.494799446,"Topic 8: range, drop, defeat purpose, energy, energy used",4,0.263315162,"Topic 4: use, daily use, daily, dropped, within month",15,1.0,"Topic 15: highway, discount, ev subsidy, delayed discount, subsidy scheme, state got"
EV1785,Customer Support,EV Car,Mahindra XUV400,North,2/5/2024,4,"Charging infrastructure in tier 2 and tier 3 cities is almost non-existent. Switching to EV feels good knowing I'm reducing my carbon footprint. Spare parts availability is a major issue, waited a month for a replacement part.","Charging Infrastructure, Environmental Impact, Service & After-Sales",charging infrastructure tier tier city almost non existent switching feel knowing reducing carbon footprint spare part availability major issue waited month replacement part,"Charging infrastructure in tier 2 and tier 3 cities is almost non-existent. Switching to EV feels good knowing I'm reducing my carbon footprint. Spare parts availability is a major issue, waited a month for a replacement part.",3,0.385754489,"Topic 3: safety, use, highway, part, feature",8,0.03490587,"Topic 8: service, service center, center, appointment long, center needed",16,1.0,"Topic 16: tier, surprisingly, surprisingly high, compared petrol, insurance premium, insurance"
EV1786,Survey,EV Car,Tesla Model 3,North,2/3/2025,5,"Waiting time for service appointment is too long, more service centers needed. The battery warranty of 300 years gives me confidence in long term reliability.","Service & After-Sales, Battery Life & Degradation",waiting time service appointment long service center needed battery warranty year give confidence long term reliability,"Waiting time for service appointment is too long, more service centers needed. The battery warranty of 300 years gives me confidence in long term reliability.",9,0.487721903,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",8,0.302986675,"Topic 8: service, service center, center, appointment long, center needed",4,1.0,"Topic 4: big motivation, big, motivation going, motivation, contributing, going"
EV1787,Marketplace Review,EV Car,BYD Atto 3,West,3/22/2025,5,Compact size makes it easy to park and maneuver in city traffic. Fast charging network needs serious expansion on highways.,"Design & Aesthetics, Charging Infrastructure",compact size make easy park maneuver city traffic fast charging network need serious expansion highway,Compact size makes it easy to park and maneuver in city traffic. Fast charging network needs serious expansion on highways.,1,0.509797137,"Topic 1: range, system, genuinely, useful, genuinely useful",6,0.049818878,"Topic 6: app, keep, update, software update, need",2,0.09402909680496113,"Topic 2: makes, high, size makes, park, easy, maneuver"
EV1788,Marketplace Review,EV Car,Mahindra XUV400,North,1/2/2025,3,"Noise levels are impressively low, riding experience is very smooth and quiet. Service center staff are not well trained to handle EV specific issues.","Performance & Ride Quality, Service & After-Sales",noise level impressively low riding experience smooth quiet service center staff well trained handle specific issue,"Noise levels are impressively low, riding experience is very smooth and quiet. Service center staff are not well trained to handle EV specific issues.",9,0.51941609,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",7,0.236723447,"Topic 7: riding, low, smooth, level, impressively",3,0.19731070781413526,"Topic 3: low, stability control, control wet, impressive, impressive inspires, wet"
EV1789,Customer Support,EV Car,Hyundai Kona,North,4/15/2025,4,"Waiting time for service appointment is too long, more service centers needed.",Service & After-Sales,waiting time service appointment long service center needed,"Waiting time for service appointment is too long, more service centers needed.",9,0.943747689,"Topic 9: price, subsidy, service, battery disposal, concerned environmental",8,0.379906776,"Topic 8: service, service center, center, appointment long, center needed",14,1.0,"Topic 14: service, bit plain, design bit, compared rivals, bit, materials feel"
EV1790,Survey,EV Car,MG ZS EV,West,7/14/2024,4,"Waiting time for service appointment is too long, more service centers needed. Build materials feel sturdy but the design is a bit too plain compared to rivals. Love the app that shows nearby charging stations, very convenient feature.","Service & After-Sales, Design & Aesthetics, Charging Infrastructure",waiting time service appointment long service center needed build material feel sturdy design bit plain compared rival love app show nearby charging station convenient feature,"Waiting time for service appointment is too long, more service centers needed. Build materials feel sturdy but the design is a bit too plain compared to rivals. Love the app that shows nearby charging stations, very convenient feature.",6,0.670173735,"Topic 6: charging, battery, almost, tier, use",8,0.291149794,"Topic 8: service, service center, center, appointment long, center needed",14,1.0,"Topic 14: service, bit plain, design bit, compared rivals, bit, materials feel"
EV1791,Marketplace Review,EV Scooter,Ola S1,South,5/23/2024,3,"Claimed range of 80 km is misleading, actual range is way less in city traffic.",Range Anxiety,claimed range misleading actual range way less city traffic,"Claimed range of 80 km is misleading, actual range is way less in city traffic.",2,0.949997407,"Topic 2: feel, quality, range, support, quality feel",7,0.041861356,"Topic 7: riding, low, smooth, level, impressively",1,1.0,"Topic 1: range, transparent, proper, time company, proper information, battery degrades"
EV1792,Marketplace Review,EV Car,Mahindra XUV400,North,11/11/2024,5,Navigation system integrated with range prediction is genuinely useful.,Software & Connectivity,navigation system integrated range prediction genuinely useful,Navigation system integrated with range prediction is genuinely useful.,1,0.935713504,"Topic 1: range, system, genuinely, useful, genuinely useful",7,0.077765455,"Topic 7: riding, low, smooth, level, impressively",8,0.02921738734298692,"Topic 8: vehicle good, test ratings, test, purchase decision, ratings, ratings reassured"
EV1793,Survey,EV Scooter,Ola S1,East,2/27/2024,4,Acceleration is smooth and instant torque makes overtaking effortless.,Performance & Ride Quality,acceleration smooth instant torque make overtaking effortless,Acceleration is smooth and instant torque makes overtaking effortless.,4,0.935713353,"Topic 4: software, month, year, battery, keep",7,0.070715509,"Topic 7: riding, low, smooth, level, impressively",23,1.0,"Topic 23: 30 range, badly, badly winter, cold weather, drops badly, cold"
EV1794,Social Media,EV Scooter,Ola S1,Central,4/14/2025,4,"Read reports about battery fires, safety is my biggest concern before buying.",Safety Features,read report battery fire safety biggest concern buying,"Read reports about battery fires, safety is my biggest concern before buying.",5,0.943749511,"Topic 5: battery, center, service center, service, safety",4,0.062244543,"Topic 4: use, daily use, daily, dropped, within month",12,0.019839421634438036,"Topic 12: battery disposal, environmental, disposal, disposal recycling, concerned, concerned environmental"
EV1795,Survey,EV Car,Tata Nexon EV,South,5/15/2025,3,"The real world range is much lower than advertised, I only get 150 km on a full charge. Software glitches caused the dashboard to freeze twice in a month.","Range Anxiety, Software & Connectivity",real world range lower advertised full charge software glitch caused dashboard freeze twice month,"The real world range is much lower than advertised, I only get 150 km on a full charge. Software glitches caused the dashboard to freeze twice in a month.",4,0.509264382,"Topic 4: software, month, year, battery, keep",9,0.32528728,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",1,1.0,"Topic 1: range, transparent, proper, time company, proper information, battery degrades"
EV1796,Social Media,EV Car,Tata Nexon EV,North,11/10/2024,4,Charging infrastructure in tier 2 and tier 3 cities is almost non-existent.,Charging Infrastructure,charging infrastructure tier tier city almost non existent,Charging infrastructure in tier 2 and tier 3 cities is almost non-existent.,6,0.943748493,"Topic 6: charging, battery, almost, tier, use",0,0.022957622,"Topic 0: cost, replacement cost, replacement, price, battery",16,1.0,"Topic 16: tier, surprisingly, surprisingly high, compared petrol, insurance premium, insurance"
EV1797,Survey,EV Car,BYD Atto 3,North,4/26/2024,4,"The companion app keeps crashing, needs urgent software updates. Price after subsidy is still higher than a comparable petrol scooter.","Software & Connectivity, Price & Subsidy",companion app keep crashing need urgent software update price subsidy higher comparable petrol scooter,"The companion app keeps crashing, needs urgent software updates. Price after subsidy is still higher than a comparable petrol scooter.",4,0.582823999,"Topic 4: software, month, year, battery, keep",6,0.288024703,"Topic 6: app, keep, update, software update, need",17,1.0,"Topic 17: app keeps, crashing, crashing needs, companion app, companion, urgent software"
EV1798,Marketplace Review,EV Scooter,TVS iQube,East,5/3/2024,4,"Concerned about environmental impact of battery disposal and recycling. Read reports about battery fires, safety is my biggest concern before buying. Worried about battery degradation and replacement cost after warranty ends.","Environmental Impact, Safety Features, Battery Life & Degradation",concerned environmental impact battery disposal recycling read report battery fire safety biggest concern buying worried battery degradation replacement cost warranty end,"Concerned about environmental impact of battery disposal and recycling. Read reports about battery fires, safety is my biggest concern before buying. Worried about battery degradation and replacement cost after warranty ends.",5,0.40914633,"Topic 5: battery, center, service center, service, safety",5,0.235638403,"Topic 5: battery disposal, disposal recycling, concerned, environmental impact, environmental",12,1.0,"Topic 12: battery disposal, environmental, disposal, disposal recycling, concerned, concerned environmental"
